,Owner Code,Note Changes,Extra Notes,Status,
2106,SYGR,,,,
2282,"Syracuse Haulers Waste Removal, Inc.",,,,
2283,T. Fiore Recycling Corp.,,,,
2284,T. W. Nickerson Inc.,,,,
2285,"T.M. Maintenance, Inc.",,,,
2291,Tahoe Truckee Sierra Disposal Company,,,,
2292,Tama County,,,,
2293,Taney County,,,,
2294,Tangipahoa Parish,,,,
2295,Taos County,,,,
2296,"Taylor Garbage Service, Inc.",,,,
2297,"Taylor Recycling Facility, LLC",,,,
2298,Taylor Recycling Inc.,,,,
2299,Taylor Trash Service,,,,
2300,Tazewell County,,,,
2286,TDS Collection and Environmental Services,,,,
2301,Ted heaps Container Service,,,,
2302,Tehama County,,,,
2303,Teichert Land Co,,,,
2304,Telfair County,,,,
2305,Ten Sleep Solid Waste District,,,,
2306,"Tenenbaum Recycling Group, LLC",,,,
2307,Tensas Parish,,,,
2308,Terrebonne Parish Consolidated Government,,,,
2309,Teton County,,,,
2310,Texas TDMHMR,,,,
2311,"Texoma Area Solid Waste Authority, Inc.",,,,
2312,The Anastasio Group,,,,
2313,The Dolomite Group,,,,
2314,The Hayes Companies,,,,
2315,The Master Garbologist,,,,
2316,The Navajo Nation,,,,
2317,Thomas County,,,,
2318,Thomas Novelli Contracting Corp.,,,,
2319,Three Rivers Solid Waste Authority,,,,
2320,Three Rivers Solid Waste Management Authority,,,,
2321,Thurston County,,,,
2322,"Ticonderoga Farms, Inc.",,,,
2323,Tidewater Fiber Corp.,Probably misspelling,,,
2324,Tidewater Fibre Corp.,Probably misspelling,,,
2325,Tilcon New York Inc.,,,,
2326,Tillamook County,,,,
2327,Tishomingo County,,,,
2328,Todd County,,,,
2329,Tom Berkowitz Trucking Inc.,,,,
2330,Tompkins County,,,,
2287,"TOMRA Pacific, Inc.",,,,
2331,Tonto Basin Sanitation,,,,
2332,Tooele County,,,,
2333,Toombs County,,,,
2334,Torrance County,,,,
2335,"Total Disposal, Inc",,,,
2336,"Town and Country Sanitation, Inc.",,,,
2337,Town of Abbot Village,,,,
2338,Town of Acton,,,,
2339,Town of Acworth,,,,
2340,Town of Adams,,,,
2341,Town of Alexandria,,,,
2342,Town of Alexandria Bay,,,,
2343,Town of Alford,,,,
2344,Town of Alfred,,,,
2345,Town of Allagash,,,,
2346,Town of Allenstown,,,,
2347,Town of Alton,,,,
2348,Town of Amenia,,,,
2349,Town of Amherst,,,,
2350,Town of Amherst Refuse Control,,,,
2351,Town of Amsterdam,,,,
2352,Town of Andes,,,,
2353,Town of Andover,,,,
2354,Town of Ansonia,,,,
2355,Town of Arundel,,,,
2356,Town of Ashburnham,,,,
2357,Town of Ashfield,,,,
2358,Town of Ashford,,,,
2359,Town of Ashland,,,,
2360,Town of Athens,,,,
2361,Town of Athol,,,,
2362,Town of Avon,,,,
2363,Town of Ayer,,,,
2364,Town of Baileyville,,,,
2365,Town of Bar Harbor,,,,
2366,Town of Barnard,,,,
2367,Town of Barnes,,,,
2368,Town of Barnstable,,,,
2369,Town of Batavia,,,,
2370,Town of Beacon Falls,,,,
2371,Town of Becket,,,,
2372,Town of Bedford,,,,
2373,Town of Belchertown,,,,
2374,Town of Bennington,,,,
2375,Town of Benson,,,,
2376,Town of Bergen,,,,
2377,Town of Berkley,,,,
2378,Town of Berlin,,,,
2379,Town of Bernardston,,,,
2380,Town of Berne,,,,
2381,Town of Bethany,,,,
2382,Town of Bethel,,,,
2383,Town of Bethleham,,,,
2384,Town of Bethlehem,Pretty sure it is Bethlehem as email has the spelling of Bethlehem not Bethleham,,,
2385,Town of Biddeford,,,,
2386,Town of Black River Falls,,,,
2387,Town of Blackstone,,,,
2388,Town of Blandford,,,,
2389,Town of Blenheim,,,,
2390,Town of Blue Hill,,,,
2391,Town of Bolton,,,,
2392,Town of Boscawen,,,,
2393,Town of Boulder,,,,
2394,Town of Bourne,,,,
2395,Town of Bovina,,,,
2396,Town of Bowdoinham,,,,
2397,Town of Boxborough,,,,
2398,Town of Bozrah,,,,
2399,Town of Brandon,,,,
2400,Town of Branford,,,,
2401,Town of Brewster,,,,
2402,Town of Bridgewater,,,,
2403,Town of Bridgton,,,,
2404,Town of Bristol,,,,
2405,Town of Brookfield,,,,
2406,Town of Brookhaven,,,,
2407,Town of Brookline,,,,
2408,Town of Brooks,,,,
2409,Town of Broome,,,,
2410,Town of Brunswick,,,,
2411,Town of Buckeye,,,,
2412,Town of Buckland,,,,
2413,Town of Burrillville,,,,
2414,Town of Busti,,,,
2415,Town of Butler,,,,
2416,Town of Buxton,,,,
2417,Town of Byron,,,,
2418,Town of Caledonia,,,,
2419,Town of Canaan,,,,
2420,Town of Canandaigua,,,,
2421,Town of Canterbury,,,,
2422,Town of Canton,,,,
2423,Town of Cape Elizabeth,,,,
2424,Town of Cape Vincent,,,,
2425,Town of Carlisle,,,,
2426,Town of Caroga,,,,
2427,Town of Carrabassett Valley,,,,
2428,Town of Carroll,,,,
2429,Town of Cary,,,,
2430,Town of Castine,,,,
2431,Town of Castleton,,,,
2432,Town of Cavendish,,,,
2433,Town of Charlemont,,,,
2434,Town of Charlestown,,,,
2435,Town of Chatham,,,,
2436,Town of Cherryfield,,,,
2437,Town of Cheshire,,,,
2438,Town of Chester,,,,
2439,Town of China,,,,
2440,Town of Chittenden,,,,
2441,Town of Clarendon,,,,
2442,Town of Clarkson,,,,
2443,Town of Clarkstown,,,,
2444,Town of Clayton,,,,
2445,Town of Clifton Park,,,,
2446,Town of Clinton,,,,
2447,Town of Clymer,,,,
2448,Town of Cochrane Clerk's Office,,,,
2449,Town of Cohasset,,,,
2450,Town of Colchester,,,,
2451,Town of Colebrook,,,,
2452,Town of Collins,,,,
2453,Town of Colonie,,,,
2454,Town of Colorado City,,,,
2455,Town of Colrain,,,,
2456,Town of Colton,,,,
2457,Town of Columbia,,,,
2458,Town of Comstock,,,,
2459,Town of Concord,,,,
2460,Town of Conesus,,,,
2461,Town of Conway,,,,
2462,Town of Corinth,,,,
2463,Town of Cornwall,,,,
2464,Town of Cortlandt,,,,
2465,Town of Coventry,,,,
2466,Town of Crown Point,,,,
2467,Town of Cumberland,,,,
2468,Town of Cummington,,,,
2469,Town of Dalton,,,,
2470,Town of Danby,,,,
2471,Town of Darien,,,,
2472,Town of Dartmouth,,,,
2473,Town of Davenport,,,,
2474,Town of Day,,,,
2475,Town of Dayton,,,,
2476,Town of Dedham,,,,
2477,Town of Deep River,,,,
2478,Town of Deer Isle,,,,
2479,Town of Deerfield,,,,
2480,Town of Dekorra,,,,
2481,Town of Denmark,,,,
2482,Town of Denning,,,,
2483,Town of Dennis,,,,
2484,Town of Derby,,,,
2485,Town of Derry,,,,
2486,Town of Dighton,,,,
2487,Town of Dixmont,,,,
2488,Town of Dorset,,,,
2489,Town of Douglas,,,,
2490,Town of Dover,,,,
2491,Town of Dudley,,,,
2492,Town of Durham,,,,
2493,Town of Duxbury,,,,
2494,Town of Eagle Lake,,,,
2495,Town of East Granby,,,,
2496,Town of East Greenbush,,,,
2497,Town of East Greenwich,,,,
2498,Town of East Haddam,,,,
2499,Town of East Hampton,,,,
2500,Town of East Hartford,,,,
2501,Town of East Haven,,,,
2502,Town of East Longmeadow,,,,
2503,Town of East Lyme,,,,
2504,Town of East Millinocket,,,,
2505,Town of Eastford,,,,
2506,Town of Eastham,,,,
2507,Town of Eden,,,,
2508,Town of Edenton,,,,
2509,Town of Edinburg,,,,
2510,Town of Edinburgh,,,,
2511,Town of Effingham,,,,
2512,Town of Egremont,,,,
2513,Town of Ekalaka,,,,
2514,Town of Elba,,,,
2515,Town of Eliot,,,,
2516,Town of Ellisburg,,,,
2517,Town of Elma,,,,
2518,Town of Enfield,,,,
2519,Town of Ephratah,,,,
2520,Town of Errol,,,,
2521,Town of Erving,,,,
2522,Town of Esopus,,,,
2523,Town of Esperance,,,,
2524,Town of Essex,,,,
2525,Town of Eustis,,,,
2526,Town of Exeter,,,,
2527,Town of Fair Haven,,,,
2528,Town of Falmouth,,,,
2529,Town of Farmington,,,,
2530,Town of Florida,,,,
2531,Town of Forestport,,,,
2532,Town of Franconia,,,,
2533,Town of Franklin,,,,
2534,Town of Freedom,,,,
2535,Town of Freetown,,,,
2536,Town of Frenchville,,,,
2537,Town of Gardiner,,,,
2538,Town of Geneseo,,,,
2539,Town of Gilboa,,,,
2540,Town of Gilmanton,,,,
2541,Town of Gilsum,,,,
2542,Town of Glastonbury,,,,
2543,Town of Glenburn,,,,
2544,Town of Glocester,,,,
2545,Town of Goffstown,,,,
2546,Town of Gorham,,,,
2547,Town of Goshen,,,,
2548,Town of Gosnold,,,,
2549,Town of Gouldsboro,,,,
2550,Town of Granada,,,,
2551,Town of Granby,,,,
2552,Town of Grantham,,,,
2553,Town of Granville,,,,
2554,Town of Great Barrington,,,,
2555,Town of Greenfield,,,,
2556,Town of Greenville,,,,
2557,Town of Greenwich,,,,
2558,Town of Griffith,,,,
2559,Town of Groton,,,,
2560,Town of Guilderland,,,,
2561,Town of Guilford,,,,
2562,Town of Haddam,,,,
2563,Town of Hadley,,,,
2564,Town of Hague,,,,
2565,Town of Halfmoon,,,,
2566,Town of Hamlin,,,,
2567,Town of Hampden,,,,
2568,Town of Hampton,,,,
2569,Town of Hancock,,,,
2570,Town of Hanover,,,,
2571,Town of Hanson,,,,
2572,Town of Hardenburgh,,,,
2573,Town of Harmony,,,,
2574,Town of Harpersfield,,,,
2575,Town of Harpswell,,,,
2576,Town of Harrisville,,,,
2577,Town of Hartford,,,,
2578,Town of Hartland,,,,
2579,Town of Harvard,,,,
2580,Town of Harwich,,,,
2581,Town of Hatfield,,,,
2582,Town of Heath,,,,
2583,Town of Hebron,,,,
2584,Town of Hempstead,,,,
2585,Town of Henderson,,,,
2586,Town of Hinsdale,,,,
2587,Town of Hinton,,,,
2588,Town of Holderness,,,,
2589,Town of Hollis,,,,
2590,Town of Holly,,,,
2591,Town of Hooksett,,,,
2592,Town of Hope,,,,
2593,Town of Hopewell,,,,
2594,Town of Hopkinton,,,,
2595,Town of Horicon,,,,
2596,Town of Huachuca City,,,,
2597,Town of Huntington,,,,
2598,Town of Hurley,,,,
2599,Town of Hyde Park,,,,
2600,Town of Inlet,,,,
2601,Town of Ipswich,,,,
2602,Town of Ira,,,,
2603,Town of Islip,,,,
2604,Town of Jaffrey,,,,
2605,Town of Jamaica,,,,
2606,Town of Jamestown,,,,
2607,Town of Java,,,,
2608,Town of Jefferson,,,,
2609,Town of Johnsburg,,,,
2610,Town of Jonesborough,,,,
2611,Town of Kearny,,,,
2612,Town of Keene,,,,
2613,Town of Kent Lakes,,,,
2614,Town of Kiantone,,,,
2615,Town of Killingly,,,,
2616,Town of Killingworth,,,,
2617,Town of Kingston,,,,
2618,Town of Kirby,,,,
2619,Town of Kirkland,,,,
2620,Town of Kittery,,,,
2621,Town of Knox,,,,
2622,Town of La Pointe,,,,
2623,Town of Lac Du Flambeau,,,,
2624,Town of Lagrange,,,,
2625,Town of Lake George,,,,
2626,Town of Lake Luzerne,,,,
2627,Town of Lakeville,,,,
2628,Town of Lamoine,,,,
2629,Town of Lancaster,,,,
2630,Town of Lanesborough,,,,
2631,Town of Lebanon,,,,
2632,Town of Ledyard,,,,
2633,Town of Lee,,,,
2634,Town of Leicester,,,,
2635,Town of Leray,,,,
2636,Town of Leverett,,,,
2637,Town of Lewiston,,,,
2638,Town of Lincoln,,,,
2639,Town of Lisbon,,,,
2640,Town of Litchfield,,,,
2641,Town of Little Compton,,,,
2642,Town of Littleton,,,,
2643,Town of Livonia,,,,
2644,Town of Lloyd,,,,
2645,Town of London,,,,
2646,Town of Londonderry,,,,
2647,Town of Long Lake,,,,
2648,Town of Longmeadow,,,,
2649,Town of Lovells,,,,
2650,Town of Ludlow,,,,
2651,Town of Lunenburg,,,,
2652,Town of Lyme,,,,
2653,Town of Manchester,,,,
2654,Town of Manheim,,,,
2655,Town of Manitowish Waters,,,,
2656,Town of Marblehead,,,,
2657,Town of Marbletown,,,,
2658,Town of Marcellus,,,,
2659,Town of Marion,,,,
2660,Town of Marlboro,,,,
2661,Town of Marlborough,,,,
2662,Town of Marshfield,,,,
2663,Town of Mashpee,,,,
2664,Town of Mattapoisett,,,,
2665,Town of Mechanic Falls,,,,
2666,Town of Medfield,,,,
2667,Town of Medway,,,,
2668,Town of Meridian,,,,
2669,Town of Merrimack,,,,
2670,Town of Methuen,,,,
2671,Town of Middleborough,,,,
2672,Town of Middleburgh,,,,
2673,Town of Middlebury,,,,
2674,Town of Middlefield,,,,
2675,Town of Middleton,,,,
2676,Town of Middletown,,,,
2677,Town of Middletown Springs,,,,
2678,Town of Milan,,,,
2679,Town of Milford,,,,
2680,Town of Millbury,,,,
2681,Town of Millinocket,,,,
2682,Town of Millis,,,,
2683,Town of Milton,,,,
2684,Town of Minerva,,,,
2685,Town of Monroe,,,,
2686,Town of Montague,,,,
2687,Town of Monterey,,,,
2688,Town of Montgomery,,,,
2689,Town of Montmorency,,,,
2690,Town of Montville,,,,
2691,Town of Moorcroft,,,,
2692,Town of Moreau,,,,
2693,Town of Morgan,,,,
2694,Town of Moriah,,,,
2695,Town of Moultonborough,,,,
2696,Town of Mount Holly,,,,
2697,Town of Mount Morris,,,,
2698,Town of Mount Pleasant,,,,
2699,Town of Mullica,,,,
2700,Town of Nantucket,,,,
2701,Town of Nassau,,,,
2702,Town of Needham,,,,
2703,Town of Neversink,,,,
2704,Town of New Boston,,,,
2705,Town of New Canaan,,,,
2706,Town of New Castle,,,,
2707,Town of New Durham,,,,
2708,Town of New Hampton,,,,
2709,Town of New Marlborough,,,,
2710,Town of New Paltz,,,,
2711,Town of New Salem,,,,
2712,Town of New Scotland,,,,
2713,Town of New Shoreham,,,,
2714,Town of Newark,,,,
2715,Town of Newbury,,,,
2716,Town of Newcomb,,,,
2717,Town of Newtown,,,,
2718,Town of Niskayuna,,,,
2719,Town of Norfolk,,,,
2720,Town of North Brookfield,,,,
2721,Town of North Canaan,,,,
2722,Town of North Elba,,,,
2723,Town of North Hanover,,,,
2724,Town of North Harmony,,,,
2725,Town of North Haven,,,,
2726,Town of North Hempstead SWMA,,,,
2727,Town of North Hudson,,,,
2728,Town of North Kingstown,,,,
2729,Town of North Stonington,,,,
2730,Town of Northfield,,,,
2731,Town of Northumberland,,,,
2732,Town of Norway,,,,
2733,Town of Norwich,,,,
2734,Town of Nottingham,,,,
2735,Town of Oakfield,,,,
2736,Town of Oakland,,,,
2737,Town of Old Lyme,,,,
2738,Town of Old Orchard Beach,,,,
2739,Town of Old Saybrook,,,,
2740,Town of Olive,,,,
2741,Town of Ontario,,,,
2742,Town of Orange,,,,
2743,Town of Orleans,,,,
2744,Town of Osceola,,,,
2745,Town of Otis,,,,
2746,Town of Ovid,,,,
2747,Town of Oxford,,,,
2748,Town of Oyster Bay,,,,
2749,Town of Palm Beach,,,,
2750,Town of Parishville,,,,
2751,Town of Patagonia,,,,
2752,Town of Pawling,,,,
2753,Town of Peacham,,,,
2754,Town of Pelham,,,,
2755,Town of Pembroke,,,,
2756,Town of Peninsula,,,,
2757,Town of Pepperell,,,,
2758,Town of Peru,,,,
2759,Town of Petersham,,,,
2760,Town of Philadelphia,,,,
2761,Town of Phillipston,,,,
2762,Town of Pickney,,,,
2763,Town of Piercefield,,,,
2764,Town of Pittsfield,,,,
2765,Town of Pittsford,,,,
2766,Town of Pittstown,,,,
2767,Town of Plainfield,,,,
2768,Town of Plainville,,,,
2769,Town of Plattekill,,,,
2770,Town of Pleasant Valley,,,,
2771,Town of Plymouth,,,,
2772,Town of Plympton,,,,
2773,Town of Point Lay,,,,
2774,Town of Portland,,,,
2775,Town of Portsmouth,,,,
2776,Town of Poughkeepsie,,,,
2777,Town of Poultney,,,,
2778,Town of Pownal,,,,
2779,Town of Preston,,,,
2780,Town of Pritchett,,,,
2781,Town of Prospect,,,,
2782,Town of Providence,,,,
2783,Town of Provincetown,,,,
2784,Town of Put-In-Bay,,,,
2785,Town of Putnam Valley,,,,
2786,Town of Queensbury,,,,
2787,Town of Radisson,,,,
2788,Town of Randolph,,,,
2789,Town of Rangeley,,,,
2790,Town of Raymond,,,,
2791,Town of Raynham,,,,
2792,Town of Readfield,,,,
2793,Town of Readsboro,,,,
2794,Town of Red Hook,,,,
2795,Town of Redding,,,,
2796,Town of Rehoboth,,,,
2797,Town of Rensselaerville,,,,
2798,Town of Rhinebeck,,,,
2799,Town of Richfield Springs,,,,
2800,Town of Richford,,,,
2801,Town of Richmond,,,,
2802,Town of Ridgefield,,,,
2803,Town of Ridgeway,,,,
2804,Town of Ripley,,,,
2805,Town of Rochester,,,,
2806,Town of Rockingham,,,,
2807,Town of Rockland,,,,
2808,Town of Rockport,,,,
2809,Town of Rocky Hill,,,,
2810,Town of Rodman,,,,
2811,Town of Romulus,,,,
2812,Town of Rosendale,,,,
2813,Town of Rowe,,,,
2814,Town of Roxbury,,,,
2815,Town of Royalston,,,,
2816,Town of Rupert,,,,
2817,Town of Russell,,,,
2818,Town of Rutland,,,,
2819,Town of Salem,,,,
2820,Town of Salisbury,,,,
2821,Town of Sanbornton,,,,
2822,Town of Sand Lake,,,,
2823,Town of Sandisfield,,,,
2824,Town of Sandown,,,,
2825,Town of Sandwich,,,,
2826,Town of Sanford,,,,
2827,Town of Saugerties,,,,
2828,Town of Savannah,,,,
2829,Town of Savoy,,,,
2830,Town of Schaghticoke,,,,
2831,Town of Schodack,,,,
2832,Town of Schroon,,,,
2833,Town of Scipio,,,,
2834,Town of Scituate,,,,
2835,Town of Seabrook,,,,
2836,Town of Sebago,,,,
2837,Town of Seymour,,,,
2838,Town of Shaftsbury,,,,
2839,Town of Sharon,,,,
2840,Town of Shawangunk,,,,
2841,Town of Sheffield,,,,
2842,Town of Shelter Island,,,,
2843,Town of Sherborn,,,,
2844,Town of Sherburne,,,,
2845,Town of Sherman,,,,
2846,Town of Shirley,,,,
2847,Town of Shrewsbury,,,,
2848,Town of Sidney,,,,
2849,Town of Simsbury,,,,
2850,Town of Skaneateles,,,,
2851,Town of Skowhegan,,,,
2852,Town of Smithfield,,,,
2853,Town of Smithtown,,,,
2854,Town of Sodus,,,,
2855,Town of Solon Springs,,,,
2856,Town of Somers,,,,
2857,Town of Somerset,,,,
2858,Town of Somersworth,,,,
2859,Town of South Berwick,,,,
2860,Town of South Bristol,,,,
2861,Town of South Kingstown,,,,
2862,Town of South Windsor,,,,
2863,Town of Southampton,,,,
2864,Town of Southborough,,,,
2865,Town of Southbury,,,,
2866,Town of Southington,,,,
2867,Town of Southold,,,,
2868,Town of Southport,,,,
2869,Town of Southwick,,,,
2870,Town of Spafford,,,,
2871,Town of Sparta,,,,
2872,Town of Spencer,,,,
2873,Town of Sprague,,,,
2874,Town of Springfield,,,,
2875,Town of Springwater,,,,
2876,Town of St Johnsbury,,,,
2877,Town of St. Armand,,,,
2878,Town of Stafford Springs,,,,
2879,Town of Stanford,,,,
2880,Town of Stark,,,,
2881,Town of Stephentown,,,,
2882,Town of Stockbridge,,,,
2883,Town of Stonington,,,,
2884,Town of Stony Creek,,,,
2885,Town of Stoughton,,,,
2886,Town of Stratford,,,,
2887,Town of Stratton,,,,
2888,Town of Sturbridge,,,,
2889,Town of Sudbury,,,,
2890,Town of Suffield,,,,
2891,Town of Sullivan,,,,
2892,Town of Sutton,,,,
2893,Town of Swanville,,,,
2894,Town of Tamworth,,,,
2895,Town of Taos,,,,
2896,Town of Theresa,,,,
2897,Town of Thomaston,,,,
2898,Town of Thompson,,,,
2899,Town of Thornton,,,,
2900,Town of Thurman,,,,
2901,Town of Ticonderoga,,,,
2902,Town of Tinmouth,,,,
2903,Town of Tiverton,,,,
2904,Town of Tolland,,,,
2905,Town of Townsend,,,,
2906,Town of Townshend,,,,
2907,Town of Trenton,,,,
2908,Town of Troy,,,,
2909,Town of Truro,,,,
2910,Town of Tuftonboro,,,,
2911,Town of Tunbridge,,,,
2912,Town of Turner,,,,
2913,Town of Twinsburg,,,,
2914,Town of Two Buttes,,,,
2915,Town of Tyringham,,,,
2916,Town of Ulster,,,,
2917,Town of Union,,,,
2918,Town of Union Vale,,,,
2919,Town of Unity,,,,
2920,Town of Upton,,,,
2921,Town of Victor,,,,
2922,Town of Virgil,,,,
2923,Town of Voluntown,,,,
2924,Town of Wakefield,,,,
2925,Town of Wales,,,,
2926,Town of Wallingford,,,,
2927,Town of Walpole,,,,
2928,Town of Walsh,,,,
2929,Town of Walworth,,,,
2930,Town of Wappinger,,,,
2931,Town of Wardsboro,,,,
2932,Town of Warren,,,,
2933,Town of Warrensburg,,,,
2934,Town of Warwick,,,,
2935,Town of Washington,,,,
2936,Town of Washington Island,,,,
2937,Town of Waterford,,,,
2938,Town of Watertown,,,,
2939,Town of Wawarsing,,,,
2940,Town of Wayland,,,,
2941,Town of Weathersfield,,,,
2942,Town of Webb,,,,
2943,Town of Webster,,,,
2944,Town of Wellesley,,,,
2945,Town of Wellfleet,,,,
2946,Town of Wells,,,,
2947,Town of Wendell,,,,
2948,Town of West Bath,,,,
2949,Town of West Bridgewater,,,,
2950,Town of West Greenwich,,,,
2951,Town of West Sparta,,,,
2952,Town of West Springfield,,,,
2953,Town of West Stockbridge,,,,
2954,Town of West Warwick,,,,
2955,Town of Westbrook,,,,
2956,Town of Westerlo,,,,
2957,Town of Westerly,,,,
2958,Town of Westfield,,,,
2959,Town of Westhampton,,,,
2960,Town of Westminster,,,,
2961,Town of Westmore,,,,
2962,Town of Weston,,,,
2963,Town of Westport,,,,
2964,Town of Wethersfield,,,,
2965,Town of Whately,,,,
2966,Town of Wheelock,,,,
2967,Town of Whitefield,,,,
2968,Town of Whitingham,,,,
2969,Town of Wilbraham,,,,
2970,Town of Williamsburg,,,,
2971,Town of Williamson,,,,
2972,Town of Williamstown,,,,
2973,Town of Willington,,,,
2974,Town of Wilmington,,,,
2975,Town of Wilna,,,,
2976,Town of Wilton,,,,
2977,Town of Winchendon,,,,
2978,Town of Winchester,,,,
2979,Town of Windham,,,,
2980,Town of Windsor,,,,
2981,Town of Winhall,,,,
2982,Town of Winham,,,,
2983,Town of Wolfeboro,,,,
2984,Town of Woodbridge,,,,
2985,Town of Woodbury,,,,
2986,Town of Woodstock,,,,
2987,Town of Worthington,,,,
2988,Town of Wright,,,,
2989,Town of Yarmouth,,,,
2990,Town of York,,,,
2991,Towns County,,,,
2992,Towns of Warren & Barrington,,,,
2993,Township of Franklin,,,,
2994,Township of Lower Merion,,,,
2995,Township of Mount Holly,,,,
2996,Township of Randolph,,,,
2997,Township of Toms River,,,,
2998,Township of Wyckoff,,,,
2288,TPM Inc. Environmental Contractors,,,,
2289,TPS,,,,
2999,"Tracy MRF & Solid Waste Transfer, Inc.",,,,
3000,Trans Jordan Cities,,,,
3001,Transylvania County,,,,
3002,Travis County,,,,
3003,Trego County,,,,
3004,Tri County Disposal,,,,
3010,Triad Recycling & Energy,,,,
3011,"Triboro Fibers Inc, Bronx, USA",,,,
3005,Tri-City Waste Paper,,,,
3006,Tri-Community Recycling & Sanitary Landfill,,,,
3007,Tri-County Landfill Association,,,,
3008,Tri-County Solid Waste Management Organization,,,,
3012,Trinity County,,,,
3009,Tri-State Disposal Inc.,,,,
3013,Troiano Waste Services,,,,
3014,"Trojan Recycling, Inc.",,,,
3015,"Try Recycling Services, LLC",,,,
3016,Tucker County Solid Waste Authority,,,,
3017,Tulare County Resource Management Agency,,,,
3018,"Tully Environmental, Inc",,,,
3019,Tuolumne County,,,,
3020,Turlock Scavenger Company,,,,
3021,Twiggs County,,,,
3022,Twin City Refuse Inc,,,,
3023,Twin Falls County,,,,
3024,Twin Landfill Corporation,,,,
2290,TXDSI,,,,
3032,Uinta County,,,,
3033,Uintah Co. & Vernal City,,,,
3034,Union County,,,,
3035,Union Parish,,,,
3036,United Disposal,,,,
3037,United Fibers,,,,
3038,United Materials Management,,,,
3039,"United Services, LLC",,,,
3040,"United States Recycling, Inc.",,,,
3041,United Waste Haulers of Mount Pleasant,,,,
3042,Unity Area Regional Recycling Center (UARRC),,,,
3043,Universal Disposal,,,,
3044,University City,,,,
3046,University of California Davis,,,,
3047,University of New Mexico Recycling Center,,,,
3045,University Place Refuse Center,,,,
3048,Upper Cumberland Solid Waste,,,,
3049,Upper-Southwest Arkansas RSWMB,,,,
3025,UPRSWDD,,,,
3050,Upton County,,,,
3026,US Fish and Wildlife Service,,,,
3027,"USA Hauling & Recycling, Inc.",,,,
3028,USDAG,,,,
3029,USDI,,,,
3030,USDOD,,,,
3031,USDOE,,,,
3053,Valcore Recycling Inc,,,,
3054,Valencia County,,,,
3055,Valentine Area Solid Waste Landfill,,,,
3056,Valley County Refuse District,,,,
3057,Valley Landfill Association Inc,,,,
3058,Valley Sanitation Inc,,,,
3059,"Valley Waste Service, Inc.",,,,
3060,Van Buren County,,,,
3062,Van der Linde Recycling,,,,
3061,Van Wert County Solid Waste Management District,,,,
3063,Vanbro Waterfront Development,,,,
3064,Vance County,,,,
3051,VE,,,,
3065,Veit Disposal Systems,,,,
3066,Ventura Regional Sanitation District,,,,
3067,Vermejo Park Corporation,,,,
3068,Vermilion Parish,,,,
3069,Vernon County,,,,
3052,"VEXOR Technology, Inc.",,,,
3070,Vigliotti Recycling Corp.,,,,
3071,Vilas County,,,,
3073,Village of Allouez,,,,
3074,Village of Angel Fire,,,,
3075,Village of Antwerp,,,,
3076,Village of Arnold,,,,
3077,Village of Attica,,,,
3078,Village of Avon,,,,
3079,Village of Boonville,,,,
3080,Village of Brevig Mission,,,,
3081,Village of Brownville,,,,
3082,Village of Central Lake,,,,
3083,Village of Cimarron,,,,
3084,Village of Columbus,,,,
3085,Village of Des Moines,,,,
3086,Village of Eagle Nest,,,,
3087,Village of Freeport,,,,
3088,Village of Garden City,,,,
3089,Village of Great Neck,,,,
3090,Village of Hempstead,,,,
3091,Village of Hoosick Falls,,,,
3092,Village of Island Park,,,,
3093,Village of Kelleys Island,,,,
3094,Village of Larchmont-Mamaroneck,,,,
3095,Village of Leroy,,,,
3096,Village of Logan,,,,
3097,Village of Los Lunas,,,,
3098,Village of Magdalena,,,,
3253,village of Mayville,,,,
3099,Village of Minong,,,,
3100,Village of Mosquero,,,,
3101,Village of Naples,,,,
3102,Village of Old Westbury,,,,
3103,Village of Patchogue,,,,
3104,Village of Phelps,,,,
3105,Village of Pilger,,,,
3106,Village of Quincy,,,,
3107,Village of Rampart,,,,
3108,Village of Red Creek,,,,
3109,Village of Ruidoso,,,,
3110,Village of Scarsdale,,,,
3111,Village of Shorewood,,,,
3112,Village of Texico,,,,
3113,Village of Valley Stream,,,,
3114,Village of Wagon Mound,,,,
3072,Village Rockville Center,,,,
3115,Virginia Peninsulas Public Service Authority (VPPSA),,,,
3116,"Vogel Disposal Service, Inc.",,,,
3117,Volusia County,,,,
3118,Voyager Trucking Corp,,,,
3119,"W. Hargrove Recycling, Inc.",,,,
3125,Wadena County,,,,
3126,Wahkiakum County,,,,
3127,Wake County,,,,
3128,Wakulla County,,,,
3129,"Walco, Inc.",,,,
3130,Walker County,,,,
3131,Wallace Transfer and Recycling LLC,,,,
3132,Wallowa County,,,,
3133,"Walter's Recycling & Refuse, Inc.",,,,
3134,Walton County,,,,
3135,Waltrip Recycling,,,,
3136,Walworth County,,,,
3137,"Wampler Services, Inc.",,,,
3138,"Ware Disposal Company, Inc.",,,,
3139,Warren County,,,,
3140,Warrick County Recycling & Resource Mgmt District (WCRRMD),,,,
3141,Wasatch County,,,,
3142,Wasatch Energy Systems,,,,
3143,Waseca County,,,,
3144,Washakie County,,,,
3145,Washington County,,,,
3146,Washington County Solid Waste Management District,,,,
3147,Washington Parish,,,,
3148,Washington Township,,,,
3149,Washler Inc,,,,
3150,Washoe County,,,,
3151,Waste Commission of Scott County,,,,
