,Operator Code,Note Changes,Extra Notes,Status
2615,Town of Canton,,,
2616,Town of Cape Elizabeth,,,
2617,Town of Cape Vincent,,,
2618,Town of Carlisle,,,
2619,Town of Carrabassett Valley,,,
2620,Town of Carroll,,,
2621,Town of Cary,,,
2622,Town of Casco,,,
2623,Town of Castine,,,
2624,Town of Castleton,,,
2625,Town of Cavendish,,,
2626,Town of Charlemont,,,
2627,Town of Charlestown,,,
2628,Town of Chatham,,,
2629,Town of Chebeague Island,,,
2630,Town of Cherryfield,,,
2631,Town of Cheshire,,,
2632,Town of Chester,,,
2633,Town of Chesterfield,,,
2634,Town of Chilmark,,,
2635,Town of China,,,
2636,Town of Chittenden,,,
2637,Town of Clarendon,,,
2638,Town of Clarkson,,,
2639,Town of Clayton,,,
2640,Town of Clifton Park,,,
2641,Town of Clinton,,,
2642,Town of Clymer,,,
2643,Town of Cochrane Clerk's Office,,,
2644,Town of Cohasset,,,
2645,Town of Colchester,,,
2646,Town of Collins,,,
2647,Town of Colton,,,
2648,Town of Columbia,,,
2649,Town of Comstock,,,
2650,Town of Concord,,,
2651,Town of Conesus,,,
2652,Town of Conway,,,
2653,Town of Corinth,,,
2654,Town of Cornwall,,,
2655,Town of Cortlandt,,,
2656,Town of Coventry,,,
2657,Town of Cumberland,,,
2658,Town of Cummington,,,
2659,Town of Dalton,,,
2660,Town of Danby,,,
2661,Town of Danforth,,,
2662,Town of Darien,,,
2663,Town of Dartmouth,,,
2664,Town of Davenport,,,
2665,Town of Day,,,
2666,Town of Deep River,,,
2667,Town of Deer Isle,,,
2668,Town of Deerfield,,,
2669,Town of Dekorra,,,
2670,Town of Denmark,,,
2671,Town of Denning,,,
2672,Town of Dennis,,,
2673,Town of Derby,,,
2674,Town of Derry,,,
2675,Town of Dixmont,,,
2676,Town of Douglas,,,
2677,Town of Dover,,,
2678,Town of Dresden,,,
2679,Town of Dudley,,,
2680,Town of Durham,,,
2681,Town of Duxbury,,,
2682,Town of Eagle Lake,,,
2683,Town of East Granby,,,
2684,Town of East Greenbush,,,
2685,Town of East Greenwich,,,
2686,Town of East Haddam,,,
2687,Town of East Hampton,,,
2688,Town of East Hartford,,,
2689,Town of East Haven,,,
2690,Town of East Longmeadow,,,
2691,Town of East Lyme,,,
2692,Town of East Millinocket,,,
2693,Town of Eastford,,,
2694,Town of Eastham,,,
2695,Town of Eden,,,
2696,Town of Edgartown,,,
2697,Town of Edinburg,,,
2698,Town of Edinburgh,,,
2699,Town of Effingham,,,
2700,Town of Egremont,,Placehold,
2701,Town of Ekalaka,,,
2702,Town of Elba,,,
2703,Town of Eliot,,,
2704,Town of Ellisburg,,,
2705,Town of Elma,,,
2706,Town of Enfield,,,
2707,Town of Errol,,,
2708,Town of Esperance,,,
2709,Town of Essex,,,
2710,Town of Eustis,,,
2711,Town of Exeter,,,
2712,Town of Fair Haven,,,
2713,Town of Fairfield,,,
2714,Town of Fairlee,,,
2715,Town of Falmouth,,,
2716,Town of Farmington,,,
2717,Town of Florida,,,
2718,Town of Forestport,,,
2719,Town of Franconia,,,
2720,Town of Franklin,,,
2721,Town of Fredonia,,,
2722,Town of Freedom,,,
2723,Town of Freeport,,,
2724,Town of Freetown,,,
2725,Town of Frenchville,,,
2726,Town of Fryeburg,,,
2727,Town of Gardiner,,,
2728,Town of Garland,,,
2729,Town of Gay Head,,,
2730,Town of Geneseo,,,
2731,Town of Georgetown,,,
2732,Town of Gilboa,,,
2733,Town of Gilead,,,
2734,Town of Gilmanton,,,
2735,Town of Gilsum,,,
2736,Town of Glastonbury,,,
2737,Town of Glenburn,,,
2738,Town of Glocester,,,
2739,Town of Goffstown,,,
2740,Town of Gorham,,,
2741,Town of Goshen,,,
2742,Town of Gosnold,,,
2743,Town of Gouldsboro,,,
2744,Town of Granada,,,
2745,Town of Granby,,,
2746,Town of Grand Isle,,,
2747,Town of Grantham,,,
2748,Town of Granville,,,
2749,Town of Gray,,,
2750,Town of Great Barrington,,,
2751,Town of Greene,,,
2752,Town of Greenville,,,
2753,Town of Greenwich,,,
2754,Town of Greenwood TS,,,
2755,Town of Griffith,,,
2756,Town of Groton,,,
2757,Town of Guilderland,,,
2758,Town of Guilford,,,
2759,Town of Haddam,,,
2760,Town of Hadley,,,
2761,Town of Halfmoon,,,
2762,Town of Hamlin,,,
2763,Town of Hampden,,,
2764,Town of Hampton,,,
2765,Town of Hancock,,,
2766,Town of Hanover,,,
2767,Town of Hanson,,,
2768,Town of Hardenburgh,,,
2769,Town of Harmony,,,
2770,Town of Harpersfield,,,
2771,Town of Harpswell,,,
2772,Town of Harrison,,,
2773,Town of Harrisville,,,
2774,Town of Hartford,,,
2775,Town of Hartland,,,
2776,Town of Harvard,,,
2777,Town of Harwich,,,
2778,Town of Hatfield,,,
2779,Town of Hebron,,,
2780,Town of Hempstead,,,
2781,Town of Henderson,,,
2782,Town of Henniker,,,
2783,Town of Hermon,,,
2784,Town of Hinsdale,,,
2785,Town of Holderness,,,
2786,Town of Hollis,,,
2787,Town of Holly,,,
2788,Town of Hooksett,,,
2789,Town of Hope,,,
2790,Town of Hopewell,,,
2791,Town of Hopkinton,,,
2792,Town of Horicon,,,
2793,Town of Howland,,,
2794,Town of Huachuca City,,,
2795,Town of Hudson,,,
2796,Town of Huntington,,,
2797,Town of Hurley,,,
2798,Town of Inlet,,,
2799,Town of Ipswich,,,
2800,Town of Ira,,,
2801,Town of Isleboro,,,
2802,Town of Jackman,,,
2803,Town of Jackson,,,
2804,Town of Jaffrey,,,
2805,Town of Jamaica,,,
2806,Town of Jamestown,,,
2807,Town of Java,,,
2808,Town of Jay,,,
2809,Town of Jefferson,,,
2810,Town of Johnsburg,,Placehold,
2811,Town of Johnson,,,
2812,Town of Jonesborough,,,
2813,Town of Jonesport,,,
2814,Town of Kearny,,,
2815,Town of Keene,,,
2816,Town of Kennebunk,,,
2817,Town of Kent Lakes,,,
2818,Town of Kiantone,,,
2819,Town of Killingworth,,,
2820,Town of Kingfield,,,
2821,Town of Kingston,,,
2822,Town of Kirkland,,,
2823,Town of Kittery,,,
2824,Town of Knox,,,
2825,Town of La Pointe,,,
2826,Town of Lagrange,,,
2827,Town of Lake George,,,
2828,Town of Lake Luzerne,,,
2829,Town of Lamoine,,,
2830,Town of Lancaster,,,
2831,Town of Lanesborough,,,
2832,Town of Lebanon,,,
2833,Town of Ledyard,,,
2834,Town of Lee,,,
2835,Town of Leeds,,,
2836,Town of Leicester,,,
2837,Town of Leray,,,
2838,Town of Leverett,,,
2839,Town of Lewis,,,
2840,Town of Lewiston,,,
2841,Town of Limerick,,,
2842,Town of Limington,,,
2843,Town of Lincoln,,,
2844,Town of Lisbon,,,
2845,Town of Litchfield,,,
2846,Town of Little Compton,,,
2847,Town of Littleton,,,
2848,Town of Livermore,,,
2849,Town of Livermore Falls,,,
2850,Town of Livonia,,,
2851,Town of Lloyd,,,
2852,Town of London,,,
2853,Town of Londonderry,,,
2854,Town of Long Island,,,
2855,Town of Long Lake,,,
2856,Town of Longmeadow,,,
2857,Town of Lovell,,,
2858,Town of Lovells,,,
2859,Town of Lubec,,,
2860,Town of Ludlow,,,
2861,Town of Lunenburg,,,
2862,Town of Lyman,,,
2863,Town of Lyme,,,
2864,Town of Machias,,,
2865,Town of Mamakating,,,
2866,Town of Manchester,,,
2867,Town of Manheim,,,
2868,Town of Manitowish Waters,,,
2869,Town of Marblehead,,,
2870,Town of Marbletown,,,
2871,Town of Marcellus,,,
2872,Town of Mariaville,,,
2873,Town of Marion,,,
2874,Town of Marlboro,,,
2875,Town of Marlborough,,,
2876,Town of Mars Hill,,,
2877,Town of Marshfield,,,
2878,Town of Mashpee,,,
2879,Town of Mattapoisett,,,
2880,Town of Mattawamkeag,,,
2881,Town of Mechanic Falls,,,
2882,Town of Medfield,,,
2883,Town of Medway,,,
2884,Town of Meridian,,,
2885,Town of Merrimack,,,
2886,Town of Methuen,,,
2887,Town of Middleburgh,,,
2888,Town of Middlebury,,,
2889,Town of Middlefield,,,
2890,Town of Middleton,,,
2891,Town of Middletown,,,
2892,Town of Middletown Springs,,,
2893,Town of Milford,,,
2894,Town of Millbury,,,
2895,Town of Millinocket,,,
2896,Town of Millis,,,
2897,Town of Milton,,,
2898,Town of Minerva,,,
2899,Town of Monmouth,,,
2900,Town of Monroe,,,
2901,Town of Monson,,,
2902,Town of Monticello,,,
2903,Town of Montmorency,,,
2904,Town of Montville,,,
2905,Town of Moorcroft,,,
2906,Town of Moreau,,,
2907,Town of Morgan,,,
2908,Town of Moriah,,,
2909,Town of Morristown,,,
2910,Town of Moultonborough,,,
2911,Town of Mount Holly,,,
2912,Town of Mount Morris,,,
2913,Town of Mount Pleasant,,,
2914,Town of Mount Vernon,,,
2915,Town of Mullica,,,
2916,Town of Naples,,,
2917,Town of Nassau,,,
2918,Town of Needham,,,
2919,Town of Neversink,,,
2920,Town of New Boston,,,
2921,Town of New Canaan,,,
2922,Town of New Castle,,,
2923,Town of New Durham,,,
2924,Town of New Gloucester,,,
2925,Town of New Hampton,,,
2926,Town of New Marlborough,,,
2927,Town of New Scotland,,,
2928,Town of New Shoreham,,,
2929,Town of New Vineyard,,,
2930,Town of Newcomb,,,
2931,Town of Newfield,,,
2932,Town of Newport,,,
2933,Town of Newtown,,,
2934,Town of Niagara,,,
2935,Town of Niskayuna,,,
2936,Town of Nobleboro,,,
2937,Town of Norfolk,,,
2938,Town of North Attleborough,,,
2939,Town of North Berwick,,,
2940,Town of North Brookfield,,,
2941,Town of North Canaan,,,
2942,Town of North Elba,,,
2943,Town of North Hanover,,,
2944,Town of North Haven,,,
2945,Town of North Hero,,,
2946,Town of North Hudson,,,
2947,Town of North Kingstown,,,
2948,Town of North Stonington,,,
2949,Town of Northampton,,,
2950,Town of Northfield,,,
2951,Town of Northport,,,
2952,Town of Northumberland,,,
2953,Town of Norwich,,,
2954,Town of Nottingham,,,
2955,Town of Oak Bluffs,,,
2956,Town of Oakfield,,,
2957,Town of Oakland,,,
2958,Town of Oconto,,,
2959,Town of Ogunquit,,,
2960,Town of Old Lyme,,,
2961,Town of Old Saybrook,,,
2962,Town of Olive,,,
2963,Town of Ontario,,,
2964,Town of Orange,,,
2965,Town of Orient,,,
2966,Town of Orleans,,,
2967,Town of Osceola,,,
2968,Town of Ossipee,,,
2969,Town of Otis,,,
2970,Town of Otisfield,,,
2971,Town of Ovid,,,
2972,Town of Owasco,,,
2973,Town of Oxford,,,
2974,Town of Palm Beach,,,
2975,Town of Parishville,,,
2976,Town of Parkman,,,
2977,Town of Patagonia,,,
2978,Town of Pawling,,,
2979,Town of Peacham,,,
2980,Town of Pelham,,,
2981,Town of Pembroke,,,
2982,Town of Peninsula,,,
2983,Town of Pepperell,,,
2984,Town of Peru,,,
2985,Town of Petersham,,,
2986,Town of Philadelphia,,,
2987,Town of Phillips,,,
2988,Town of Phillipston,,,
2989,Town of Phippsburg,,,
2990,Town of Pickney,,,
2991,Town of Piercefield,,,
2992,Town of Pittsfield,,,
2993,Town of Pittsford,,,
2994,Town of Pittstown,,,
2995,Town of Plainfield,,,
2996,Town of Pleasant Valley,,,
2997,Town of Plymouth,,,
2998,Town of Plympton,,,
2999,Town of Point Lay,,,
3000,Town of Poland,,,
3001,Town of Portage Lake,,,
3002,Town of Portland,,,
3003,Town of Portsmouth,,,
3004,Town of Poughkeepsie,,,
3005,Town of Poultney,,,
3006,Town of Pownal,,,
3007,Town of Presque Isle,,,
3008,Town of Presque Isle Transfer Station,,,
3009,Town of Preston,,,
3010,Town of Princeton,,,
3011,Town of Pritchett,,,
3012,Town of Providence,,,
3013,Town of Provincetown,,,
3014,Town of Putnam Valley,,,
3015,Town of Queensbury,,,
3016,Town of Radisson,,,
3017,Town of Rangeley,,,
3018,Town of Raynham,,,
3019,Town of Readfield,,,
3020,Town of Readsboro,,,
3021,Town of Red Hook,,,
3022,Town of Redding,,,
3023,Town of Rehoboth,,,
3024,Town of Rensselaerville,,,
3025,Town of Rhinebeck,,,
3026,Town of Richfield Springs,,,
3027,Town of Richford,,,
3028,Town of Richmond,,,
3029,Town of Ridgeway,,,
3030,Town of Ripley,,,
3031,Town of Rochester,,,
3032,Town of Rockingham,,,
3033,Town of Rockland,,,
3034,Town of Rockport,,,
3035,Town of Rocky Hill,,,
3036,Town of Rodman,,,
3037,Town of Romulus,,,
3038,Town of Rosendale,,,
3039,Town of Roxbury,,,
3040,Town of Royalston,,,
3041,Town of Rupert,,,
3042,Town of Russell,,,
3043,Town of Rutland,,,
3044,Town of Saint Francis,,,
3045,Town of Salem,,,
3046,Town of Salisbury,,,
3047,Town of Sanbornton,,,
3048,Town of Sand Lake,,,
3049,Town of Sandown,,,
3050,Town of Sandwich,,,
3051,Town of Sanford,,,
3052,Town of Saugerties,,,
3053,Town of Savannah,,,
3054,Town of Savoy,,,
3055,Town of Schaghticoke,,,
3056,Town of Schodack,,,
3057,Town of Schroon,,,
3058,Town of Scipio,,,
3059,Town of Scituate,,,
3060,Town of Seabrook,,,
3061,Town of Searsmont,,,
3062,Town of Searsport,,,
3063,Town of Sebago,,,
3064,Town of Seymour,,,
3065,Town of Shaftsbury,,,
3066,Town of Shapleigh,,,
3067,Town of Shelter Island,,,
3068,Town of Sherburne,,,
3069,Town of Sherman,,,
3070,Town of Shirley,,,
3071,Town of Shrewsbury,,,
3072,Town of Sidney,,,
3073,Town of Silverton,,,
3074,Town of Simsbury,,,
3075,Town of Skaneateles,,,
3076,Town of Skowhegan,,,
3077,Town of Smithfield,,,
3078,Town of Smithtown,,,
3079,Town of Solon,,,
3080,Town of Solon Springs,,,
3081,Town of Somers,,,
3082,Town of Somerset,,,
3083,Town of Somersworth,,,
3084,Town of South Bristol,,,
3085,Town of South Thomaston,,,
3086,Town of South Windsor,,,
3087,Town of Southampton,,,
3088,Town of Southborough,,,
3089,Town of Southbury,,,
3090,Town of Southington,,,
3091,Town of Southold,,,
3092,Town of Southwick,,,
3093,Town of Spafford,,,
3094,Town of Sparta,,,
3095,Town of Sprague,,,
3096,Town of Springfield,,,
3097,Town of Springwater,,,
3098,Town of St. Armand,,,
3099,Town of St. George,,,
3100,Town of St. Johnsville,,,
3101,Town of Stafford Springs,,,
3102,Town of Stamford,,,
3103,Town of Standish,,,
3104,Town of Stanford,,,
3105,Town of Stark,,,
3106,Town of Stephentown,,,
3107,Town of Sterling,,,
3108,Town of Stockbridge,,,
3109,Town of Stonington,,,
3110,Town of Stony Creek,,,
3111,Town of Stoughton,,,
3112,Town of Stratford,,,
3113,Town of Stratton,,,
3114,Town of Sturbridge,,,
3115,Town of Sudbury,,,
3116,Town of Suffield,,,
3117,Town of Sullivan,,,
3118,Town of Sutton,,,
3119,Town of Swans Island,,,
3120,Town of Swanville,,,
3121,Town of Tamworth,,,
3122,Town of Taos,,,
3123,Town of Theresa,,,
3124,Town of Thompson,,,
3125,Town of Thornton,,,
3126,Town of Thurman,,,
3127,Town of Ticonderoga,,,
3128,Town of Tinmouth,,,
3129,Town of Tisbury,,,
3130,Town of Tiverton,,,
3131,Town of Tolland,,,
3132,Town of Topsham,,,
3133,Town of Townshend,,,
3134,Town of Trenton,,,
3135,Town of Troy,,,
3136,Town of Truro,,,
3137,Town of Tuftonboro,,,
3138,Town of Tunbridge,,,
3139,Town of Turner,,,
3140,Town of Two Buttes,,,
3141,Town of Tyringham,,,
3142,Town of Union,,,
3143,Town of Unity,,,
3144,Town of Upton,,,
3145,Town of Van Buren,,,
3146,Town of Vanceboro,,,
3147,Town of Vassalboro,,,
3148,Town of Victor,,,
3149,Town of Virgil,,,
3150,Town of Wakefield,,,
3151,Town of Waldoboro,,,
3152,Town of Wales,,,
3153,Town of Wallingford,,,
3154,Town of Walpole,,,
3155,Town of Walsh,,,
3156,Town of Walworth,,,
3157,Town of Wappinger,,,
3158,Town of Wardsboro,,,
3159,Town of Warren,,,
3160,Town of Warrensburg,,,
3161,Town of Washington,,,
3162,Town of Washington Island,,,
3163,Town of Waterboro,,,
3164,Town of Waterford,,,
3165,Town of Watertown,,,
3166,Town of Waverly,,,
3167,Town of Wawarsing,,,
3168,Town of Wayland,,,
3169,Town of Weathersfield,,,
3170,Town of Webb,,,
3171,Town of Weld,,,
3172,Town of Wellesley,,,
3173,Town of Wellfleet,,,
3174,Town of Wells,,,
3175,Town of West Bridgewater,,,
3176,Town of West Gardiner,,,
3177,Town of West Greenwich,,,
3178,Town of West Paris,,,
3179,Town of West Sparta,,,
3180,Town of West Springfield,,,
3181,Town of West Stockbridge,,,
3182,Town of West Tisbury,,,
3183,Town of West Warwick,,,
3184,Town of Westbrook,,,
3185,Town of Westerlo,,,
3186,Town of Westerly,,,
3187,Town of Westhampton,,,
3188,Town of Westminster,,,
3189,Town of Westmore,,,
3190,Town of Weston,,,
3191,Town of Westport,,,
3192,Town of Wheelock,,,
3193,Town of Whitefield,,,
3194,Town of Whitingham,,,
3195,Town of Wilbraham,,,
3196,Town of Williamsburg,,,
3197,Town of Williamson,,,
3198,Town of Williamstown,,,
3199,Town of Willimantic,,,
3200,Town of Willington,,,
3201,Town of Wilmington,,,
3202,Town of Wilna,,,
3203,Town of Wilton,,,
3204,Town of Winchendon,,,
3205,Town of Winchester,,,
3206,Town of Windham,,,
3207,Town of Windsor,,,
3208,Town of Winhall,,,
3209,Town of Winham,,,
3210,Town of Winn,,,
3211,Town of Winterport,,,
3212,Town of Winthrop,,,
3213,Town of Wiscasset,,,
3214,Town of Wolcott,,,
3215,Town of Wolfeboro,,,
3216,Town of Woodbridge,,,
3217,Town of Woodstock,,,
3218,Town of Worthington,,,
3219,Town of Wright,,,
3220,Town of Yarmouth,,,
3221,Town of York,,,
3222,Towns County,,,
3223,Towns of Lowell and Burlington TS,,,
3224,Towns of Warren & Barrington,,,
3225,Township of Franklin,,,
3226,Township of Toms River,,,
3227,Township of Wyckoff,,,
2476,TPM Inc. Environmental Contractors,,,
3228,"Tracy MRF & Solid Waste Transfer, Inc.",,,
3229,Trans Jordan Cities,,,
2477,"TRANSFLO Terminal Services, Inc.",,,
3230,TransLoad America - Newark LLC,,,
3231,Transylvania County,,,
3232,Travis County,,,
3233,Trego County,,,
3234,Tri County Disposal,,,
3244,Triad Recycling & Energy,,,
3245,Tribal Environmental Recovery Facility,,,
3246,"Triboro Fibers Inc, Bronx, USA",,,
3235,Tri-CED Community Recycling,,,
3236,"Tri-City Sanitation Service, Inc.",,,
3237,Tri-City Waste Paper,,,
3238,Tri-Community Recycling & Sanitary Landfill,,,
3239,Tri-County Environmental Health,,,
3240,Tri-County Landfill Association,,,
3241,Tri-County Regional Collection Facility,,,
3242,Tri-County Solid Waste Management Organization,,,
3247,Trinity County,,,
3248,"Triple T Trucking Co., Inc.",,,
3243,Tri-State Recycling,,,
3249,Troiano Waste Services,,,
3250,"Trojan Recycling, Inc.",,,
3251,"Try Recycling Services, LLC",,,
3252,Tucker County Solid Waste Authority,,,
3253,Tucson Recycling & Waste Services,,,
3254,Tulare County Resource Management Agency,,,
3255,"Tully Environmental, Inc",,,
3256,Tulsa Recycle & Transfer Inc,,,
3257,Tulsa Refuse Inc./Jim Hinds Sanitation,,,
3258,Turlock Scavenger Company,,,
3259,Twin City Refuse Inc,,,
3260,Twin Enviro Services,,,
3261,Twin Falls County,,,
3262,Twin Landfill Corporation,,,
3263,"Two Harbors Enterprises, Inc.",,,
2478,TXDSI,,,
3264,Tygarts Valley Sanitation Inc,,,
3265,Tyler County,,,
3272,Uinta County,,,
3273,"Uinta Recycling, Inc.",,,
3274,Uintah Co. & Vernal City,,,
3275,Ulster County Resource Recovery Authority (UCRRA),,,
3276,Unicoi Transfer Station,,,
3277,Union County,,,
3278,Union Parish,,,
3279,United Disposal Inc,,,
3280,United Fibers,,,
3281,United Materials Management,,,
3282,"United States Recycling, Inc.",,,
3283,United Waste Haulers of Mount Pleasant,,,
3284,Unity Area Regional Recycling Center (UARRC),,,
3285,Universal Disposal,,,
3286,University City,,,
3288,University of California Davis,,,
3289,University of Massachusetts at Amherst,,,
3287,University Place Refuse Center,,,
3290,Upper Cumberland Solid Waste,,,
3291,Upper Sabine Valley Solid Waste Management District,,,
3292,Upper-Southwest Arkansas RSWMB,,,
3266,UPRSWDD,,,
3293,Upton County,,,
3267,US Fish and Wildlife Service,,,
3268,"USA Hauling & Recycling, Inc.",,,
3269,USDOD,,,
3270,USDOE,,,
3271,"USFilter Recovery Services (Mid-Atlantic), Inc.",,,
3296,Valcore Recycling Inc,,,
3297,Valencia County,,,
3298,Valentine Area Solid Waste Landfill,,,
3299,Valley County,,,
3300,Valley County Refuse District,,,
3301,Valley Landfill Association Inc,,,
3302,Valley Regional Recycling & Transfer Facility,,,
3303,Valley Sanitation Inc,,,
3304,"Valley Waste Service, Inc.",,,
3305,Van Buren County,,,
3306,Van Wert County Solid Waste Management District,,,
3307,Vanbro Waterfront Development,,,
3294,VE,,,
3308,Veit Container Corp,,,
3309,Veit Disposal Systems,,,
3310,Ventura Regional Sanitation District,,,
3311,Vermilion Parish,,,
3312,Vernon County,,,
3295,"VEXOR Technology, Inc.",,,
3313,"Vicksburg Warren County Landfill, LLC",,,
3314,Vigliotti Brothers Carting Corp,,,
3315,Vilas County,,,
3317,Village of Allouez,,,
3318,Village of Antwerp,,,
3319,Village of Arnold,,,
3320,Village of Attica,,,
3321,Village of Avon,,,
3322,Village of Bonduel,,,
3323,Village of Boonville,,,
3324,Village of Brevig Mission,,,
3325,Village of Brownville,,,
3326,Village of Central Lake,,,
3327,Village of Columbus,,,
3328,Village of Eagle Nest,,,
3329,Village of Freeport,,,
3330,Village of Garden City,,,
3331,Village of Great Neck,,,
3332,Village of Hempstead,,,
3333,Village of Hoosick Falls,,,
3334,Village of Island Park,,,
3335,Village of Kelleys Island,,,
3336,Village of Leroy,,,
3337,Village of Logan,,,
3338,Village of Los Lunas,,,
3339,Village of Mamaroneck,,,
3491,village of Mayville,,,
3340,Village of Minong,,,
3341,Village of Montgomery,,,
3342,Village of Mosquero,,,
3343,Village of Naples,,,
3344,Village of Old Westbury,,,
3345,Village of Patchogue,,,
3346,Village of Phelps,,,
3347,Village of Pilger,,,
3348,Village of Rampart,,,
3349,Village of Red Creek,,,
3350,Village of Ruidoso,,,
3351,Village of Saltaire,,,
3352,Village of Scarsdale,,,
3353,Village of Shorewood,,,
3354,Village of Texico,,,
3355,Village of Valley Stream,,,
3316,Village Rockville Center,,,
3356,"Virgin Valley Disposal, Inc.",,,
3357,Vogel Disposal Inc.,,"Based on websearch, I think they are the same",Fixed
3358,"Vogel Disposal Service, Inc.",,,
3359,Volusia County,,,
3360,Voyager Trucking Corp,,,
3361,W. Frazier Construction Wood Recycling,,,
3362,"W. Hargrove Recycling, Inc.",,,
3368,"Wabash Valley Goodwill Industries, Inc.",,,
3369,Wahkiakum County,,,
3370,Wake County,,,
3371,"Walco, Inc.",,,
3372,Walker County,,,
3373,Wallace Transfer and Recycling LLC,,,
3374,Wallowa County,,,
3375,"Walter's Recycling & Refuse, Inc.",,,
3376,Walton County,,,
3377,Waltrip Recycling,,,
3378,Walworth County,,,
3379,"Wampler Services, Inc.",,,
3380,Warren County,,,
3381,Warrick County Recycling & Resource Mgmt District (WCRRMD),,,
3382,Wasatch County,,,
3383,Wasatch Energy Systems,,,
3384,Waseca County,,,
3385,Washakie County,,,
3386,Washakie County Recycling Center,,,
3387,Washington County,,,
3388,Washington County Solid Waste Management District,,,
3389,Washington Parish,,,
3390,Washington Township,,,
3391,Washler Inc,,,
3392,Waste Away Systems,,,
3393,Waste Commission of Scott County,,,
3394,"Waste Control Recycling, Inc.",,,
3395,"Waste Disposal, LLC",,,
3396,"Waste Material Trucking Company, Inc.",,,
3397,"Waste Not Recycling, Inc.",,,
3398,Waste Options Inc,,,
3399,"Waste Path Sanitary Landfill, LLC",,,
3400,"Waste Recovery Enterprises, LLC",,,
3401,Waste Recycling Inc,,,
3402,Waste Reduction & Recycling,,,
3403,Waste Reduction Systems,,,
3404,"Waste Services of the Bluegrass, LLC",,,
3405,"Waste Sorting, Inc.",,,
3406,Waste System Authority of Eastern Montgomery County,,,
3407,"Waste-Away Group, Ltd.",,,
3408,Watauga County,,,
3409,Waterman's Sanitation & Recycling,,,
3410,Waterway Recycling LLC,,,
3411,Waupaca County,,,
3412,Wayne County,,,
3413,Wayne Ringgold Decatur Solid Waste Management Commission,,,
3363,WBROS,,,
3364,WCNX,,,
3365,WCWCO,,,
3415,Weber County,,,
3414,"WeCare Organics, LLC",,,
3416,Welsh Sanitation,,,
3417,"Werlor Waste Control, Inc.",,,
3418,West Branch Township,,,
3419,West Carroll Parish,,,
3420,West Central Environmental Corp,,,
3421,West Central Sanitation,,,
3422,West Coast Waste Inc.,,,
3423,West Waste & Recycling,,,
3424,"Westbury Recycling, Inc.",,,
3425,Westchester County,,,
3426,Western Disposal,,,
3427,Western Finger Lakes S.W.M. Authority,,,
3428,Western Lake Superior Sanitary District,,,
3429,Western Recycling,,,
3430,Westmoreland Waste LLC (WWLLC Group),,,
3431,Westside Environmental,,,
3432,Wetumpka Recycling Center,,,
3433,Wexford County,,,
3434,Wheeler County,,,
3435,Whetstone Recycling,,,
3436,White County,,,
3437,White Lake Area Solid Waste Authority,,,
3438,"Whitehouse Disposal Service, LLC",,,
3439,Wibaux County,,,
3440,Wichita County,,,
3441,Wicomico County,,,
3442,Wilkens Sanitation,,,
3443,Wilkes County,,,
3444,William Miller Scrap Iron & Metal Co.,,,
3445,Williamsburg County,,,
3446,Williamson County,,,
3447,Williamson Services LLC,,,
3448,Willimantic Waste Paper Co,,,
3449,Willimantic Waste Paper Co.,,,
3450,Wills' Wrecker,,,
3451,Wilson County,,,
3452,Winchester Municipal Utilities,,,
3453,Wind River Recycle Center,,,
3454,Windham Solid Waste Management District,,,
3455,Winnebago County,,,
3456,Winneshiek County Solid Waste Agency,,,
3457,Winzinnger Inc.,,,
3458,Wise County,,,
3459,"Wise Services & Recycling, LLC",,,
3366,WM,,,
3460,Wolfe County,,,
3461,Wood County Solid Waste Management District,,,
3462,"Wood Waste of Boston, Inc.",,,
3463,Wood You Recycle!,,,
3464,Woodbury County Area Solid Waste Agency,,,
3465,Woodruff County,,,
3466,Woodson County,,,
3467,Worcester County,,,
3468,World Waste Recycling,,,
3367,WPRO,,,
3469,Wright County Area Landfill Authority,,,
3470,Wyandot County SWMD,,,
3471,Wyoming Citizens for Recycling-Bridger Valley Chapter,,,
3472,Wyoming County Commission,,,
3473,Wyoming Recycling Facility,,,
3474,Yadkin County,,,
3475,Yakima County,,,
3476,Yalobusha County,,,
3477,Yavapai County,,,
3478,"Yellowstone E-Waste Solutions, Inc.",,,
3479,Yoakum County,,,
3480,Yolo County,,,
3481,York County,,,
3482,Young's Trash Service Transfer Station,,,
3483,Yuma County,,,
3485,Zack's Recycling,,,
3486,"Zanker Road Resource Management, Ltd.",,,
3487,Zapata County,,,
3488,Zavala County,,,
3484,Z-Best Rubbish Removal,,,
3489,"Zuckerman Company, Inc.",,Done,
