"","Operator Code","count"
"2658","Town of Cummington",1
"2659","Town of Dalton",1
"2660","Town of Danby",1
"2661","Town of Danforth",1
"2662","Town of Darien",1
"2663","Town of Dartmouth",1
"2664","Town of Davenport",1
"2665","Town of Day",1
"2666","Town of Deep River",1
"2667","Town of Deer Isle",1
"2668","Town of Deerfield",2
"2669","Town of Dekorra",1
"2670","Town of Denmark",1
"2671","Town of Denning",1
"2672","Town of Dennis",1
"2673","Town of Derby",1
"2674","Town of Derry",1
"2675","Town of Dixmont",1
"2676","Town of Douglas",1
"2677","Town of Dover",1
"2678","Town of Dresden",1
"2679","Town of Dudley",1
"2680","Town of Durham",1
"2681","Town of Duxbury",1
"2682","Town of Eagle Lake",1
"2683","Town of East Granby",1
"2684","Town of East Greenbush",1
"2685","Town of East Greenwich",1
"2686","Town of East Haddam",1
"2687","Town of East Hampton",2
"2688","Town of East Hartford",1
"2689","Town of East Haven",1
"2690","Town of East Longmeadow",1
"2691","Town of East Lyme",1
"2692","Town of East Millinocket",1
"2693","Town of Eastford",1
"2694","Town of Eastham",1
"2695","Town of Eden",1
"2696","Town of Edgartown",1
"2697","Town of Edinburg",1
"2698","Town of Edinburgh",1
"2699","Town of Effingham",1
"2700","Town of Egremont",1
"2701","Town of Ekalaka",1
"2702","Town of Elba",1
"2703","Town of Eliot",1
"2704","Town of Ellisburg",1
"2705","Town of Elma",1
"2706","Town of Enfield",1
"2707","Town of Errol",1
"2708","Town of Esperance",1
"2709","Town of Essex",1
"2710","Town of Eustis",1
"2711","Town of Exeter",1
"2712","Town of Fair Haven",1
"2713","Town of Fairfield",1
"2714","Town of Fairlee",1
"2715","Town of Falmouth",1
"2716","Town of Farmington",2
"2717","Town of Florida",1
"2718","Town of Forestport",1
"2719","Town of Franconia",1
"2720","Town of Franklin",1
"2721","Town of Fredonia",1
"2722","Town of Freedom",1
"2723","Town of Freeport",1
"2724","Town of Freetown",1
"2725","Town of Frenchville",1
"2726","Town of Fryeburg",1
"2727","Town of Gardiner",1
"2728","Town of Garland",1
"2729","Town of Gay Head",1
"2730","Town of Geneseo",1
"2731","Town of Georgetown",1
"2732","Town of Gilboa",1
"2733","Town of Gilead",1
"2734","Town of Gilmanton",1
"2735","Town of Gilsum",1
"2736","Town of Glastonbury",2
"2737","Town of Glenburn",1
"2738","Town of Glocester",1
"2739","Town of Goffstown",1
"2740","Town of Gorham",1
"2741","Town of Goshen",1
"2742","Town of Gosnold",1
"2743","Town of Gouldsboro",1
"2744","Town of Granada",1
"2745","Town of Granby",1
"2746","Town of Grand Isle",1
"2747","Town of Grantham",1
"2748","Town of Granville",1
"2749","Town of Gray",1
"2750","Town of Great Barrington",1
"2751","Town of Greene",1
"2752","Town of Greenville",2
"2753","Town of Greenwich",1
"2754","Town of Greenwood TS",1
"2755","Town of Griffith",1
"2756","Town of Groton",1
"2757","Town of Guilderland",1
"2758","Town of Guilford",1
"2759","Town of Haddam",1
"2760","Town of Hadley",1
"2761","Town of Halfmoon",1
"2762","Town of Hamlin",1
"2763","Town of Hampden",1
"2764","Town of Hampton",1
"2765","Town of Hancock",1
"2766","Town of Hanover",1
"2767","Town of Hanson",1
"2768","Town of Hardenburgh",1
"2769","Town of Harmony",1
"2770","Town of Harpersfield",1
"2771","Town of Harpswell",1
"2772","Town of Harrison",1
"2773","Town of Harrisville",1
"2774","Town of Hartford",1
"2775","Town of Hartland",1
"2776","Town of Harvard",1
"2777","Town of Harwich",1
"2778","Town of Hatfield",1
"2779","Town of Hebron",1
"2780","Town of Hempstead",1
"2781","Town of Henderson",1
"2782","Town of Henniker",1
"2783","Town of Hermon",1
"2784","Town of Hinsdale",1
"2785","Town of Holderness",1
"2786","Town of Hollis",1
"2787","Town of Holly",1
"2788","Town of Hooksett",1
"2789","Town of Hope",1
"2790","Town of Hopewell",1
"2791","Town of Hopkinton",1
"2792","Town of Horicon",1
"2793","Town of Howland",1
"2794","Town of Huachuca City",1
"2795","Town of Hudson",1
"2796","Town of Huntington",1
"2797","Town of Hurley",1
"2798","Town of Inlet",1
"2799","Town of Ipswich",1
"2800","Town of Ira",1
"2801","Town of Isleboro",1
"2802","Town of Jackman",1
"2803","Town of Jackson",1
"2804","Town of Jaffrey",1
"2805","Town of Jamaica",1
"2806","Town of Jamestown",1
"2807","Town of Java",1
"2808","Town of Jay",1
"2809","Town of Jefferson",1
"2810","Town of Johnsburg",1
"2811","Town of Johnson",1
"2812","Town of Jonesborough",1
"2813","Town of Jonesport",1
"2814","Town of Kearny",1
"2815","Town of Keene",1
"2816","Town of Kennebunk",1
"2817","Town of Kent Lakes",1
"2818","Town of Kiantone",1
"2819","Town of Killingworth",1
"2820","Town of Kingfield",1
"2821","Town of Kingston",1
"2822","Town of Kirkland",1
"2823","Town of Kittery",1
"2824","Town of Knox",1
"2825","Town of La Pointe",1
"2826","Town of Lagrange",1
"2827","Town of Lake George",1
"2828","Town of Lake Luzerne",1
"2829","Town of Lamoine",1
"2830","Town of Lancaster",1
"2831","Town of Lanesborough",1
"2832","Town of Lebanon",1
"2833","Town of Ledyard",1
"2834","Town of Lee",1
"2835","Town of Leeds",1
"2836","Town of Leicester",1
"2837","Town of Leray",1
"2838","Town of Leverett",1
"2839","Town of Lewis",1
"2840","Town of Lewiston",1
"2841","Town of Limerick",1
"2842","Town of Limington",1
"2843","Town of Lincoln",1
"2844","Town of Lisbon",1
"2845","Town of Litchfield",2
"2846","Town of Little Compton",1
"2847","Town of Littleton",1
"2848","Town of Livermore",1
"2849","Town of Livermore Falls",1
"2850","Town of Livonia",1
"2851","Town of Lloyd",1
"2852","Town of London",1
"2853","Town of Londonderry",1
"2854","Town of Long Island",1
"2855","Town of Long Lake",1
"2856","Town of Longmeadow",1
"2857","Town of Lovell",1
"2858","Town of Lovells",1
"2859","Town of Lubec",1
"2860","Town of Ludlow",1
"2861","Town of Lunenburg",1
"2862","Town of Lyman",1
"2863","Town of Lyme",1
"2864","Town of Machias",1
"2865","Town of Mamakating",1
"2866","Town of Manchester",2
"2867","Town of Manheim",1
"2868","Town of Manitowish Waters",1
"2869","Town of Marblehead",1
"2870","Town of Marbletown",1
"2871","Town of Marcellus",1
"2872","Town of Mariaville",1
"2873","Town of Marion",1
"2874","Town of Marlboro",1
"2875","Town of Marlborough",1
"2876","Town of Mars Hill",1
"2877","Town of Marshfield",1
"2878","Town of Mashpee",1
"2879","Town of Mattapoisett",2
"2880","Town of Mattawamkeag",1
"2881","Town of Mechanic Falls",1
"2882","Town of Medfield",1
"2883","Town of Medway",1
"2884","Town of Meridian",1
"2885","Town of Merrimack",1
"2886","Town of Methuen",1
"2887","Town of Middleburgh",1
"2888","Town of Middlebury",1
"2889","Town of Middlefield",1
"2890","Town of Middleton",1
"2891","Town of Middletown",1
"2892","Town of Middletown Springs",1
"2893","Town of Milford",2
"2894","Town of Millbury",1
"2895","Town of Millinocket",1
"2896","Town of Millis",1
"2897","Town of Milton",1
"2898","Town of Minerva",1
"2899","Town of Monmouth",1
"2900","Town of Monroe",1
"2901","Town of Monson",1
"2902","Town of Monticello",1
"2903","Town of Montmorency",1
"2904","Town of Montville",1
"2905","Town of Moorcroft",1
"2906","Town of Moreau",1
"2907","Town of Morgan",1
"2908","Town of Moriah",1
"2909","Town of Morristown",1
"2910","Town of Moultonborough",1
"2911","Town of Mount Holly",1
"2912","Town of Mount Morris",1
"2913","Town of Mount Pleasant",1
"2914","Town of Mount Vernon",1
"2915","Town of Mullica",1
"2916","Town of Naples",1
"2917","Town of Nassau",1
"2918","Town of Needham",1
"2919","Town of Neversink",1
"2920","Town of New Boston",1
"2921","Town of New Canaan",1
"2922","Town of New Castle",1
"2923","Town of New Durham",1
"2924","Town of New Gloucester",1
"2925","Town of New Hampton",1
"2926","Town of New Marlborough",1
"2927","Town of New Scotland",1
"2928","Town of New Shoreham",1
"2929","Town of New Vineyard",1
"2930","Town of Newcomb",1
"2931","Town of Newfield",1
"2932","Town of Newport",1
"2933","Town of Newtown",1
"2934","Town of Niagara",1
"2935","Town of Niskayuna",1
"2936","Town of Nobleboro",1
"2937","Town of Norfolk",1
"2938","Town of North Attleborough",1
"2939","Town of North Berwick",1
"2940","Town of North Brookfield",1
"2941","Town of North Canaan",1
"2942","Town of North Elba",1
"2943","Town of North Hanover",1
"2944","Town of North Haven",1
"2945","Town of North Hero",1
"2946","Town of North Hudson",1
"2947","Town of North Kingstown",1
"2948","Town of North Stonington",1
"2949","Town of Northampton",1
"2950","Town of Northfield",1
"2951","Town of Northport",1
"2952","Town of Northumberland",2
"2953","Town of Norwich",1
"2954","Town of Nottingham",1
"2955","Town of Oak Bluffs",1
"2956","Town of Oakfield",1
"2957","Town of Oakland",1
"2958","Town of Oconto",1
"2959","Town of Ogunquit",1
"2960","Town of Old Lyme",1
"2961","Town of Old Saybrook",1
"2962","Town of Olive",1
"2963","Town of Ontario",1
"2964","Town of Orange",2
"2965","Town of Orient",1
"2966","Town of Orleans",1
"2967","Town of Osceola",1
"2968","Town of Ossipee",1
"2969","Town of Otis",1
"2970","Town of Otisfield",1
"2971","Town of Ovid",2
"2972","Town of Owasco",1
"2973","Town of Oxford",1
"2974","Town of Palm Beach",1
"2975","Town of Parishville",1
"2976","Town of Parkman",1
"2977","Town of Patagonia",1
"2978","Town of Pawling",1
"2979","Town of Peacham",1
"2980","Town of Pelham",1
"2981","Town of Pembroke",1
"2982","Town of Peninsula",1
"2983","Town of Pepperell",1
"2984","Town of Peru",1
"2985","Town of Petersham",1
"2986","Town of Philadelphia",1
"2987","Town of Phillips",1
"2988","Town of Phillipston",1
"2989","Town of Phippsburg",1
"2990","Town of Pickney",1
"2991","Town of Piercefield",1
"2992","Town of Pittsfield",1
"2993","Town of Pittsford",1
"2994","Town of Pittstown",1
"2995","Town of Plainfield",1
"2996","Town of Pleasant Valley",1
"2997","Town of Plymouth",1
"2998","Town of Plympton",1
"2999","Town of Point Lay",1
"3000","Town of Poland",1
"3001","Town of Portage Lake",1
"3002","Town of Portland",1
"3003","Town of Portsmouth",1
"3004","Town of Poughkeepsie",1
"3005","Town of Poultney",1
"3006","Town of Pownal",1
"3007","Town of Presque Isle",1
"3008","Town of Presque Isle Transfer Station",1
"3009","Town of Preston",1
"3010","Town of Princeton",1
"3011","Town of Pritchett",1
"3012","Town of Providence",1
"3013","Town of Provincetown",1
"3014","Town of Putnam Valley",1
"3015","Town of Queensbury",1
"3016","Town of Radisson",1
"3017","Town of Rangeley",1
"3018","Town of Raynham",1
"3019","Town of Readfield",1
"3020","Town of Readsboro",1
"3021","Town of Red Hook",1
"3022","Town of Redding",1
"3023","Town of Rehoboth",1
"3024","Town of Rensselaerville",1
"3025","Town of Rhinebeck",1
"3026","Town of Richfield Springs",1
"3027","Town of Richford",1
"3028","Town of Richmond",1
"3029","Town of Ridgeway",1
"3030","Town of Ripley",1
"3031","Town of Rochester",1
"3032","Town of Rockingham",1
"3033","Town of Rockland",1
"3034","Town of Rockport",1
"3035","Town of Rocky Hill",1
"3036","Town of Rodman",1
"3037","Town of Romulus",1
"3038","Town of Rosendale",1
"3039","Town of Roxbury",1
"3040","Town of Royalston",1
"3041","Town of Rupert",1
"3042","Town of Russell",1
"3043","Town of Rutland",1
"3044","Town of Saint Francis",1
"3045","Town of Salem",1
"3046","Town of Salisbury",2
"3047","Town of Sanbornton",1
"3048","Town of Sand Lake",1
"3049","Town of Sandown",1
"3050","Town of Sandwich",1
"3051","Town of Sanford",1
"3052","Town of Saugerties",1
"3053","Town of Savannah",1
"3054","Town of Savoy",1
"3055","Town of Schaghticoke",1
"3056","Town of Schodack",1
"3057","Town of Schroon",1
"3058","Town of Scipio",1
"3059","Town of Scituate",1
"3060","Town of Seabrook",1
"3061","Town of Searsmont",1
"3062","Town of Searsport",1
"3063","Town of Sebago",1
"3064","Town of Seymour",1
"3065","Town of Shaftsbury",1
"3066","Town of Shapleigh",1
"3067","Town of Shelter Island",1
"3068","Town of Sherburne",1
"3069","Town of Sherman",1
"3070","Town of Shirley",1
"3071","Town of Shrewsbury",1
"3072","Town of Sidney",1
"3073","Town of Silverton",1
"3074","Town of Simsbury",1
"3075","Town of Skaneateles",1
"3076","Town of Skowhegan",2
"3077","Town of Smithfield",1
"3078","Town of Smithtown",1
"3079","Town of Solon",1
"3080","Town of Solon Springs",1
"3081","Town of Somers",1
"3082","Town of Somerset",1
"3083","Town of Somersworth",1
"3084","Town of South Bristol",1
"3085","Town of South Thomaston",1
"3086","Town of South Windsor",1
"3087","Town of Southampton",1
"3088","Town of Southborough",1
"3089","Town of Southbury",1
"3090","Town of Southington",1
"3091","Town of Southold",1
"3092","Town of Southwick",1
"3093","Town of Spafford",1
"3094","Town of Sparta",1
"3095","Town of Sprague",1
"3096","Town of Springfield",1
"3097","Town of Springwater",1
"3098","Town of St. Armand",1
"3099","Town of St. George",1
"3100","Town of St. Johnsville",1
"3101","Town of Stafford Springs",1
"3102","Town of Stamford",1
"3103","Town of Standish",1
"3104","Town of Stanford",1
"3105","Town of Stark",1
"3106","Town of Stephentown",1
"3107","Town of Sterling",1
"3108","Town of Stockbridge",1
"3109","Town of Stonington",1
"3110","Town of Stony Creek",1
"3111","Town of Stoughton",1
"3112","Town of Stratford",1
"3113","Town of Stratton",1
"3114","Town of Sturbridge",2
"3115","Town of Sudbury",2
"3116","Town of Suffield",1
"3117","Town of Sullivan",1
"3118","Town of Sutton",1
"3119","Town of Swans Island",1
"3120","Town of Swanville",1
"3121","Town of Tamworth",1
"3122","Town of Taos",1
"3123","Town of Theresa",1
"3124","Town of Thompson",1
"3125","Town of Thornton",1
"3126","Town of Thurman",1
"3127","Town of Ticonderoga",1
"3128","Town of Tinmouth",1
"3129","Town of Tisbury",1
"3130","Town of Tiverton",1
"3131","Town of Tolland",1
"3132","Town of Topsham",1
"3133","Town of Townshend",1
"3134","Town of Trenton",1
"3135","Town of Troy",1
"3136","Town of Truro",1
"3137","Town of Tuftonboro",1
"3138","Town of Tunbridge",1
"3139","Town of Turner",1
"3140","Town of Two Buttes",1
"3141","Town of Tyringham",1
"3142","Town of Union",1
"3143","Town of Unity",1
"3144","Town of Upton",1
"3145","Town of Van Buren",1
"3146","Town of Vanceboro",1
"3147","Town of Vassalboro",1
"3148","Town of Victor",1
"3149","Town of Virgil",1
"3150","Town of Wakefield",1
"3151","Town of Waldoboro",1
"3152","Town of Wales",1
"3153","Town of Wallingford",1
"3154","Town of Walpole",1
"3155","Town of Walsh",1
"3156","Town of Walworth",1
"3157","Town of Wappinger",1
"3158","Town of Wardsboro",1
"3159","Town of Warren",1
"3160","Town of Warrensburg",1
"3161","Town of Washington",1
"3162","Town of Washington Island",1
"3163","Town of Waterboro",1
"3164","Town of Waterford",1
"3165","Town of Watertown",1
"3166","Town of Waverly",1
"3167","Town of Wawarsing",1
"3168","Town of Wayland",1
"3169","Town of Weathersfield",1
"3170","Town of Webb",1
"3171","Town of Weld",1
"3172","Town of Wellesley",1
"3173","Town of Wellfleet",1
"3174","Town of Wells",1
"3175","Town of West Bridgewater",1
"3176","Town of West Gardiner",1
"3177","Town of West Greenwich",1
"3178","Town of West Paris",1
"3179","Town of West Sparta",1
"3180","Town of West Springfield",1
"3181","Town of West Stockbridge",1
"3182","Town of West Tisbury",1
"3183","Town of West Warwick",1
"3184","Town of Westbrook",1
"3185","Town of Westerlo",1
"3186","Town of Westerly",1
"3187","Town of Westhampton",1
"3188","Town of Westminster",1
"3189","Town of Westmore",1
"3190","Town of Weston",1
"3191","Town of Westport",1
"3192","Town of Wheelock",1
"3193","Town of Whitefield",1
"3194","Town of Whitingham",1
"3195","Town of Wilbraham",1
"3196","Town of Williamsburg",1
"3197","Town of Williamson",1
"3198","Town of Williamstown",1
"3199","Town of Willimantic",1
"3200","Town of Willington",1
"3201","Town of Wilmington",1
"3202","Town of Wilna",1
"3203","Town of Wilton",2
"3204","Town of Winchendon",1
"3205","Town of Winchester",1
"3206","Town of Windham",1
"3207","Town of Windsor",1
"3208","Town of Winhall",1
"3209","Town of Winham",1
"3210","Town of Winn",1
"3211","Town of Winterport",1
"3212","Town of Winthrop",1
"3213","Town of Wiscasset",1
"3214","Town of Wolcott",1
"3215","Town of Wolfeboro",1
"3216","Town of Woodbridge",2
"3217","Town of Woodstock",1
"3218","Town of Worthington",1
"3219","Town of Wright",1
"3220","Town of Yarmouth",2
"3221","Town of York",1
"3222","Towns County",1
"3223","Towns of Lowell and Burlington TS",1
"3224","Towns of Warren & Barrington",1
"3225","Township of Franklin",1
"3226","Township of Toms River",1
"3227","Township of Wyckoff",1
"3228","Tracy MRF & Solid Waste Transfer, Inc.",1
"3229","Trans Jordan Cities",1
"3230","TransLoad America - Newark LLC",1
"3231","Transylvania County",1
"3232","Travis County",1
"3233","Trego County",1
"3234","Tri County Disposal",1
"3235","Tri-CED Community Recycling",1
"3236","Tri-City Sanitation Service, Inc.",1
"3237","Tri-City Waste Paper",1
"3238","Tri-Community Recycling & Sanitary Landfill",1
"3239","Tri-County Environmental Health",1
"3240","Tri-County Landfill Association",1
"3241","Tri-County Regional Collection Facility",1
"3242","Tri-County Solid Waste Management Organization",1
"3243","Tri-State Recycling",1
"3244","Triad Recycling & Energy",1
"3245","Tribal Environmental Recovery Facility",1
"3246","Triboro Fibers Inc, Bronx, USA",1
"3247","Trinity County",1
"3248","Triple T Trucking Co., Inc.",1
"3249","Troiano Waste Services",1
"3250","Trojan Recycling, Inc.",1
"3251","Try Recycling Services, LLC",1
"3252","Tucker County Solid Waste Authority",1
"3253","Tucson Recycling & Waste Services",2
"3254","Tulare County Resource Management Agency",2
"3255","Tully Environmental, Inc",2
"3256","Tulsa Recycle & Transfer Inc",1
"3257","Tulsa Refuse Inc./Jim Hinds Sanitation",2
"3258","Turlock Scavenger Company",1
"3259","Twin City Refuse Inc",1
"3260","Twin Enviro Services",1
"3261","Twin Falls County",1
"3262","Twin Landfill Corporation",1
"3263","Two Harbors Enterprises, Inc.",1
"3264","Tygarts Valley Sanitation Inc",1
"3265","Tyler County",1
"3266","UPRSWDD",2
"3267","US Fish and Wildlife Service",1
"3268","USA Hauling & Recycling, Inc.",3
"3269","USDOD",22
"3270","USDOE",1
"3271","USFilter Recovery Services (Mid-Atlantic), Inc.",1
"3272","Uinta County",1
"3273","Uinta Recycling, Inc.",1
"3274","Uintah Co. & Vernal City",1
"3275","Ulster County Resource Recovery Authority (UCRRA)",2
"3276","Unicoi Transfer Station",1
"3277","Union County",3
"3278","Union Parish",1
"3279","United Disposal Inc",1
"3280","United Fibers",1
"3281","United Materials Management",2
"3282","United States Recycling, Inc.",1
"3283","United Waste Haulers of Mount Pleasant",1
"3284","Unity Area Regional Recycling Center (UARRC)",1
"3285","Universal Disposal",1
"3286","University City",1
"3287","University Place Refuse Center",1
"3288","University of California Davis",1
"3289","University of Massachusetts at Amherst",1
"3290","Upper Cumberland Solid Waste",1
"3291","Upper Sabine Valley Solid Waste Management District",1
"3292","Upper-Southwest Arkansas RSWMB",1
"3293","Upton County",1
"3294","VE",1
"3295","VEXOR Technology, Inc.",1
"3296","Valcore Recycling Inc",1
"3297","Valencia County",1
"3298","Valentine Area Solid Waste Landfill",1
"3299","Valley County",1
"3300","Valley County Refuse District",1
"3301","Valley Landfill Association Inc",1
"3302","Valley Regional Recycling & Transfer Facility",1
"3303","Valley Sanitation Inc",1
"3304","Valley Waste Service, Inc.",1
"3305","Van Buren County",1
"3306","Van Wert County Solid Waste Management District",1
"3307","Vanbro Waterfront Development",1
"3308","Veit Container Corp",1
"3309","Veit Disposal Systems",2
"3310","Ventura Regional Sanitation District",1
"3311","Vermilion Parish",1
"3312","Vernon County",1
"3313","Vicksburg Warren County Landfill, LLC",1
"3314","Vigliotti Brothers Carting Corp",1
"3315","Vilas County",1
"3316","Village Rockville Center",1
"3317","Village of Allouez",1
"3318","Village of Antwerp",1
"3319","Village of Arnold",1
"3320","Village of Attica",1
"3321","Village of Avon",1
"3322","Village of Bonduel",1
"3323","Village of Boonville",1
"3324","Village of Brevig Mission",1
"3325","Village of Brownville",1
"3326","Village of Central Lake",1
"3327","Village of Columbus",1
"3328","Village of Eagle Nest",1
"3329","Village of Freeport",1
"3330","Village of Garden City",1
"3331","Village of Great Neck",1
"3332","Village of Hempstead",1
"3333","Village of Hoosick Falls",1
"3334","Village of Island Park",1
"3335","Village of Kelleys Island",1
"3336","Village of Leroy",1
"3337","Village of Logan",1
"3338","Village of Los Lunas",1
"3339","Village of Mamaroneck",1
"3340","Village of Minong",1
"3341","Village of Montgomery",1
"3342","Village of Mosquero",1
"3343","Village of Naples",1
"3344","Village of Old Westbury",1
"3345","Village of Patchogue",1
"3346","Village of Phelps",1
"3347","Village of Pilger",1
"3348","Village of Rampart",1
"3349","Village of Red Creek",1
"3350","Village of Ruidoso",1
"3351","Village of Saltaire",1
"3352","Village of Scarsdale",1
"3353","Village of Shorewood",1
"3354","Village of Texico",1
"3355","Village of Valley Stream",1
"3356","Virgin Valley Disposal, Inc.",1
"3357","Vogel Disposal Inc.",2
"3358","Vogel Disposal Service, Inc.",1
"3359","Volusia County",2
"3360","Voyager Trucking Corp",1
"3361","W. Frazier Construction Wood Recycling",1
"3362","W. Hargrove Recycling, Inc.",1
"3363","WBROS",4
"3364","WCNX",37
"3365","WCWCO",1
"3366","WM",128
"3367","WPRO",5
"3368","Wabash Valley Goodwill Industries, Inc.",1
"3369","Wahkiakum County",1
"3370","Wake County",2
"3371","Walco, Inc.",1
"3372","Walker County",2
"3373","Wallace Transfer and Recycling LLC",1
"3374","Wallowa County",2
"3375","Walter's Recycling & Refuse, Inc.",1
"3376","Walton County",1
"3377","Waltrip Recycling",1
"3378","Walworth County",1
"3379","Wampler Services, Inc.",1
"3380","Warren County",2
"3381","Warrick County Recycling & Resource Mgmt District (WCRRMD)",1
"3382","Wasatch County",1
"3383","Wasatch Energy Systems",1
"3384","Waseca County",1
"3385","Washakie County",1
"3386","Washakie County Recycling Center",1
"3387","Washington County",3
"3388","Washington County Solid Waste Management District",1
"3389","Washington Parish",1
"3390","Washington Township",2
"3391","Washler Inc",1
"3392","Waste Away Systems",1
"3393","Waste Commission of Scott County",2
"3394","Waste Control Recycling, Inc.",1
"3395","Waste Disposal, LLC",1
"3396","Waste Material Trucking Company, Inc.",1
"3397","Waste Not Recycling, Inc.",1
"3398","Waste Options Inc",2
"3399","Waste Path Sanitary Landfill, LLC",1
"3400","Waste Recovery Enterprises, LLC",1
"3401","Waste Recycling Inc",1
"3402","Waste Reduction & Recycling",1
"3403","Waste Reduction Systems",1
"3404","Waste Services of the Bluegrass, LLC",2
"3405","Waste Sorting, Inc.",1
"3406","Waste System Authority of Eastern Montgomery County",1
"3407","Waste-Away Group, Ltd.",1
"3408","Watauga County",2
"3409","Waterman's Sanitation & Recycling",1
"3410","Waterway Recycling LLC",1
"3411","Waupaca County",1
"3412","Wayne County",3
"3413","Wayne Ringgold Decatur Solid Waste Management Commission",1
"3414","WeCare Organics, LLC",1
"3415","Weber County",1
"3416","Welsh Sanitation",1
"3417","Werlor Waste Control, Inc.",1
"3418","West Branch Township",1
"3419","West Carroll Parish",1
"3420","West Central Environmental Corp",1
"3421","West Central Sanitation",1
"3422","West Coast Waste Inc.",1
"3423","West Waste & Recycling",1
"3424","Westbury Recycling, Inc.",1
"3425","Westchester County",2
"3426","Western Disposal",1
"3427","Western Finger Lakes S.W.M. Authority",1
"3428","Western Lake Superior Sanitary District",1
"3429","Western Recycling",1
"3430","Westmoreland Waste LLC (WWLLC Group)",1
"3431","Westside Environmental",1
"3432","Wetumpka Recycling Center",1
"3433","Wexford County",2
"3434","Wheeler County",1
"3435","Whetstone Recycling",1
"3436","White County",1
"3437","White Lake Area Solid Waste Authority",1
"3438","Whitehouse Disposal Service, LLC",1
"3439","Wibaux County",1
"3440","Wichita County",1
"3441","Wicomico County",1
"3442","Wilkens Sanitation",1
"3443","Wilkes County",2
"3444","William Miller Scrap Iron & Metal Co.",1
"3445","Williamsburg County",1
"3446","Williamson County",2
"3447","Williamson Services LLC",1
"3448","Willimantic Waste Paper Co",1
"3449","Willimantic Waste Paper Co.",2
"3450","Wills' Wrecker",1
"3451","Wilson County",2
"3452","Winchester Municipal Utilities",1
"3453","Wind River Recycle Center",1
"3454","Windham Solid Waste Management District",1
"3455","Winnebago County",2
"3456","Winneshiek County Solid Waste Agency",1
"3457","Winzinnger Inc.",1
"3458","Wise County",2
"3459","Wise Services & Recycling, LLC",1
"3460","Wolfe County",1
"3461","Wood County Solid Waste Management District",1
"3462","Wood Waste of Boston, Inc.",1
"3463","Wood You Recycle!",1
"3464","Woodbury County Area Solid Waste Agency",1
"3465","Woodruff County",1
"3466","Woodson County",1
"3467","Worcester County",2
"3468","World Waste Recycling",1
"3469","Wright County Area Landfill Authority",1
"3470","Wyandot County SWMD",1
"3471","Wyoming Citizens for Recycling-Bridger Valley Chapter",1
"3472","Wyoming County Commission",1
"3473","Wyoming Recycling Facility",1
"3474","Yadkin County",1
"3475","Yakima County",2
"3476","Yalobusha County",1
"3477","Yavapai County",1
"3478","Yellowstone E-Waste Solutions, Inc.",1
"3479","Yoakum County",1
"3480","Yolo County",2
"3481","York County",1
"3482","Young's Trash Service Transfer Station",1
"3483","Yuma County",2
"3484","Z-Best Rubbish Removal",1
"3485","Zack's Recycling",1
"3486","Zanker Road Resource Management, Ltd.",2
"3487","Zapata County",1
"3488","Zavala County",1
"3489","Zuckerman Company, Inc.",1
"3490","eRecycleNY",1
"3491","village of Mayville",1
"3492",NA,4
