"","Owner Code","count"
"2765","Town of Pittsford",1
"2766","Town of Pittstown",1
"2767","Town of Plainfield",1
"2768","Town of Plainville",1
"2769","Town of Plattekill",1
"2770","Town of Pleasant Valley",1
"2771","Town of Plymouth",1
"2772","Town of Plympton",1
"2773","Town of Point Lay",1
"2774","Town of Portland",1
"2775","Town of Portsmouth",1
"2776","Town of Poughkeepsie",1
"2777","Town of Poultney",1
"2778","Town of Pownal",1
"2779","Town of Preston",1
"2780","Town of Pritchett",1
"2781","Town of Prospect",1
"2782","Town of Providence",1
"2783","Town of Provincetown",1
"2784","Town of Put-In-Bay",1
"2785","Town of Putnam Valley",1
"2786","Town of Queensbury",1
"2787","Town of Radisson",1
"2788","Town of Randolph",1
"2789","Town of Rangeley",1
"2790","Town of Raymond",1
"2791","Town of Raynham",1
"2792","Town of Readfield",1
"2793","Town of Readsboro",1
"2794","Town of Red Hook",1
"2795","Town of Redding",1
"2796","Town of Rehoboth",1
"2797","Town of Rensselaerville",1
"2798","Town of Rhinebeck",1
"2799","Town of Richfield Springs",1
"2800","Town of Richford",1
"2801","Town of Richmond",1
"2802","Town of Ridgefield",2
"2803","Town of Ridgeway",1
"2804","Town of Ripley",1
"2805","Town of Rochester",1
"2806","Town of Rockingham",1
"2807","Town of Rockland",1
"2808","Town of Rockport",1
"2809","Town of Rocky Hill",1
"2810","Town of Rodman",1
"2811","Town of Romulus",1
"2812","Town of Rosendale",1
"2813","Town of Rowe",1
"2814","Town of Roxbury",1
"2815","Town of Royalston",1
"2816","Town of Rupert",1
"2817","Town of Russell",1
"2818","Town of Rutland",1
"2819","Town of Salem",1
"2820","Town of Salisbury",2
"2821","Town of Sanbornton",1
"2822","Town of Sand Lake",1
"2823","Town of Sandisfield",1
"2824","Town of Sandown",1
"2825","Town of Sandwich",1
"2826","Town of Sanford",1
"2827","Town of Saugerties",1
"2828","Town of Savannah",1
"2829","Town of Savoy",1
"2830","Town of Schaghticoke",1
"2831","Town of Schodack",1
"2832","Town of Schroon",1
"2833","Town of Scipio",1
"2834","Town of Scituate",1
"2835","Town of Seabrook",1
"2836","Town of Sebago",1
"2837","Town of Seymour",1
"2838","Town of Shaftsbury",1
"2839","Town of Sharon",1
"2840","Town of Shawangunk",1
"2841","Town of Sheffield",1
"2842","Town of Shelter Island",1
"2843","Town of Sherborn",1
"2844","Town of Sherburne",1
"2845","Town of Sherman",1
"2846","Town of Shirley",1
"2847","Town of Shrewsbury",1
"2848","Town of Sidney",1
"2849","Town of Simsbury",1
"2850","Town of Skaneateles",1
"2851","Town of Skowhegan",1
"2852","Town of Smithfield",1
"2853","Town of Smithtown",1
"2854","Town of Sodus",1
"2855","Town of Solon Springs",1
"2856","Town of Somers",1
"2857","Town of Somerset",1
"2858","Town of Somersworth",1
"2859","Town of South Berwick",1
"2860","Town of South Bristol",1
"2861","Town of South Kingstown",1
"2862","Town of South Windsor",1
"2863","Town of Southampton",1
"2864","Town of Southborough",1
"2865","Town of Southbury",1
"2866","Town of Southington",1
"2867","Town of Southold",1
"2868","Town of Southport",1
"2869","Town of Southwick",1
"2870","Town of Spafford",1
"2871","Town of Sparta",1
"2872","Town of Spencer",1
"2873","Town of Sprague",1
"2874","Town of Springfield",1
"2875","Town of Springwater",1
"2876","Town of St Johnsbury",1
"2877","Town of St. Armand",1
"2878","Town of Stafford Springs",1
"2879","Town of Stanford",1
"2880","Town of Stark",1
"2881","Town of Stephentown",1
"2882","Town of Stockbridge",1
"2883","Town of Stonington",1
"2884","Town of Stony Creek",1
"2885","Town of Stoughton",1
"2886","Town of Stratford",1
"2887","Town of Stratton",1
"2888","Town of Sturbridge",2
"2889","Town of Sudbury",2
"2890","Town of Suffield",1
"2891","Town of Sullivan",1
"2892","Town of Sutton",1
"2893","Town of Swanville",1
"2894","Town of Tamworth",1
"2895","Town of Taos",1
"2896","Town of Theresa",1
"2897","Town of Thomaston",2
"2898","Town of Thompson",1
"2899","Town of Thornton",1
"2900","Town of Thurman",1
"2901","Town of Ticonderoga",1
"2902","Town of Tinmouth",1
"2903","Town of Tiverton",1
"2904","Town of Tolland",1
"2905","Town of Townsend",1
"2906","Town of Townshend",1
"2907","Town of Trenton",1
"2908","Town of Troy",1
"2909","Town of Truro",1
"2910","Town of Tuftonboro",1
"2911","Town of Tunbridge",1
"2912","Town of Turner",1
"2913","Town of Twinsburg",1
"2914","Town of Two Buttes",1
"2915","Town of Tyringham",1
"2916","Town of Ulster",1
"2917","Town of Union",1
"2918","Town of Union Vale",1
"2919","Town of Unity",1
"2920","Town of Upton",1
"2921","Town of Victor",1
"2922","Town of Virgil",1
"2923","Town of Voluntown",1
"2924","Town of Wakefield",1
"2925","Town of Wales",1
"2926","Town of Wallingford",1
"2927","Town of Walpole",1
"2928","Town of Walsh",1
"2929","Town of Walworth",1
"2930","Town of Wappinger",1
"2931","Town of Wardsboro",1
"2932","Town of Warren",1
"2933","Town of Warrensburg",1
"2934","Town of Warwick",1
"2935","Town of Washington",1
"2936","Town of Washington Island",1
"2937","Town of Waterford",1
"2938","Town of Watertown",1
"2939","Town of Wawarsing",1
"2940","Town of Wayland",1
"2941","Town of Weathersfield",1
"2942","Town of Webb",1
"2943","Town of Webster",1
"2944","Town of Wellesley",1
"2945","Town of Wellfleet",1
"2946","Town of Wells",1
"2947","Town of Wendell",1
"2948","Town of West Bath",1
"2949","Town of West Bridgewater",1
"2950","Town of West Greenwich",1
"2951","Town of West Sparta",1
"2952","Town of West Springfield",1
"2953","Town of West Stockbridge",1
"2954","Town of West Warwick",1
"2955","Town of Westbrook",1
"2956","Town of Westerlo",1
"2957","Town of Westerly",1
"2958","Town of Westfield",1
"2959","Town of Westhampton",1
"2960","Town of Westminster",1
"2961","Town of Westmore",1
"2962","Town of Weston",1
"2963","Town of Westport",1
"2964","Town of Wethersfield",1
"2965","Town of Whately",1
"2966","Town of Wheelock",1
"2967","Town of Whitefield",1
"2968","Town of Whitingham",1
"2969","Town of Wilbraham",1
"2970","Town of Williamsburg",1
"2971","Town of Williamson",1
"2972","Town of Williamstown",1
"2973","Town of Willington",1
"2974","Town of Wilmington",1
"2975","Town of Wilna",1
"2976","Town of Wilton",2
"2977","Town of Winchendon",1
"2978","Town of Winchester",1
"2979","Town of Windham",1
"2980","Town of Windsor",1
"2981","Town of Winhall",1
"2982","Town of Winham",1
"2983","Town of Wolfeboro",1
"2984","Town of Woodbridge",2
"2985","Town of Woodbury",1
"2986","Town of Woodstock",1
"2987","Town of Worthington",1
"2988","Town of Wright",1
"2989","Town of Yarmouth",2
"2990","Town of York",1
"2991","Towns County",1
"2992","Towns of Warren & Barrington",1
"2993","Township of Franklin",1
"2994","Township of Lower Merion",1
"2995","Township of Mount Holly",1
"2996","Township of Randolph",1
"2997","Township of Toms River",1
"2998","Township of Wyckoff",1
"2999","Tracy MRF & Solid Waste Transfer, Inc.",1
"3000","Trans Jordan Cities",1
"3001","Transylvania County",1
"3002","Travis County",1
"3003","Trego County",1
"3004","Tri County Disposal",1
"3005","Tri-City Waste Paper",1
"3006","Tri-Community Recycling & Sanitary Landfill",1
"3007","Tri-County Landfill Association",1
"3008","Tri-County Solid Waste Management Organization",1
"3009","Tri-State Disposal Inc.",1
"3010","Triad Recycling & Energy",1
"3011","Triboro Fibers Inc, Bronx, USA",1
"3012","Trinity County",1
"3013","Troiano Waste Services",1
"3014","Trojan Recycling, Inc.",1
"3015","Try Recycling Services, LLC",1
"3016","Tucker County Solid Waste Authority",1
"3017","Tulare County Resource Management Agency",2
"3018","Tully Environmental, Inc",3
"3019","Tuolumne County",1
"3020","Turlock Scavenger Company",1
"3021","Twiggs County",1
"3022","Twin City Refuse Inc",1
"3023","Twin Falls County",2
"3024","Twin Landfill Corporation",1
"3025","UPRSWDD",2
"3026","US Fish and Wildlife Service",1
"3027","USA Hauling & Recycling, Inc.",3
"3028","USDAG",1
"3029","USDI",1
"3030","USDOD",22
"3031","USDOE",1
"3032","Uinta County",1
"3033","Uintah Co. & Vernal City",1
"3034","Union County",2
"3035","Union Parish",1
"3036","United Disposal",1
"3037","United Fibers",1
"3038","United Materials Management",2
"3039","United Services, LLC",1
"3040","United States Recycling, Inc.",1
"3041","United Waste Haulers of Mount Pleasant",1
"3042","Unity Area Regional Recycling Center (UARRC)",1
"3043","Universal Disposal",1
"3044","University City",1
"3045","University Place Refuse Center",1
"3046","University of California Davis",1
"3047","University of New Mexico Recycling Center",1
"3048","Upper Cumberland Solid Waste",1
"3049","Upper-Southwest Arkansas RSWMB",1
"3050","Upton County",1
"3051","VE",1
"3052","VEXOR Technology, Inc.",1
"3053","Valcore Recycling Inc",1
"3054","Valencia County",1
"3055","Valentine Area Solid Waste Landfill",1
"3056","Valley County Refuse District",1
"3057","Valley Landfill Association Inc",1
"3058","Valley Sanitation Inc",1
"3059","Valley Waste Service, Inc.",1
"3060","Van Buren County",1
"3061","Van Wert County Solid Waste Management District",1
"3062","Van der Linde Recycling",1
"3063","Vanbro Waterfront Development",1
"3064","Vance County",1
"3065","Veit Disposal Systems",2
"3066","Ventura Regional Sanitation District",1
"3067","Vermejo Park Corporation",1
"3068","Vermilion Parish",1
"3069","Vernon County",1
"3070","Vigliotti Recycling Corp.",1
"3071","Vilas County",1
"3072","Village Rockville Center",1
"3073","Village of Allouez",1
"3074","Village of Angel Fire",1
"3075","Village of Antwerp",1
"3076","Village of Arnold",1
"3077","Village of Attica",1
"3078","Village of Avon",1
"3079","Village of Boonville",1
"3080","Village of Brevig Mission",1
"3081","Village of Brownville",1
"3082","Village of Central Lake",1
"3083","Village of Cimarron",1
"3084","Village of Columbus",1
"3085","Village of Des Moines",1
"3086","Village of Eagle Nest",1
"3087","Village of Freeport",1
"3088","Village of Garden City",1
"3089","Village of Great Neck",1
"3090","Village of Hempstead",1
"3091","Village of Hoosick Falls",1
"3092","Village of Island Park",1
"3093","Village of Kelleys Island",1
"3094","Village of Larchmont-Mamaroneck",1
"3095","Village of Leroy",1
"3096","Village of Logan",1
"3097","Village of Los Lunas",1
"3098","Village of Magdalena",1
"3099","Village of Minong",1
"3100","Village of Mosquero",1
"3101","Village of Naples",1
"3102","Village of Old Westbury",1
"3103","Village of Patchogue",1
"3104","Village of Phelps",1
"3105","Village of Pilger",1
"3106","Village of Quincy",1
"3107","Village of Rampart",1
"3108","Village of Red Creek",1
"3109","Village of Ruidoso",1
"3110","Village of Scarsdale",1
"3111","Village of Shorewood",1
"3112","Village of Texico",1
"3113","Village of Valley Stream",1
"3114","Village of Wagon Mound",1
"3115","Virginia Peninsulas Public Service Authority (VPPSA)",1
"3116","Vogel Disposal Service, Inc.",3
"3117","Volusia County",2
"3118","Voyager Trucking Corp",1
"3119","W. Hargrove Recycling, Inc.",1
"3120","WBROS",3
"3121","WCNX",23
"3122","WM",98
"3123","WM Biers, Inc.",1
"3124","WPRO",4
"3125","Wadena County",1
"3126","Wahkiakum County",1
"3127","Wake County",3
"3128","Wakulla County",1
"3129","Walco, Inc.",1
"3130","Walker County",2
"3131","Wallace Transfer and Recycling LLC",1
"3132","Wallowa County",2
"3133","Walter's Recycling & Refuse, Inc.",1
"3134","Walton County",1
"3135","Waltrip Recycling",1
"3136","Walworth County",1
"3137","Wampler Services, Inc.",1
"3138","Ware Disposal Company, Inc.",1
"3139","Warren County",2
"3140","Warrick County Recycling & Resource Mgmt District (WCRRMD)",1
"3141","Wasatch County",1
"3142","Wasatch Energy Systems",1
"3143","Waseca County",1
"3144","Washakie County",1
"3145","Washington County",4
"3146","Washington County Solid Waste Management District",1
"3147","Washington Parish",1
"3148","Washington Township",2
"3149","Washler Inc",1
"3150","Washoe County",1
"3151","Waste Commission of Scott County",2
"3152","Waste Control Recycling, Inc.",1
"3153","Waste Disposal, LLC",1
"3154","Waste Not Recycling, Inc.",1
"3155","Waste Path Sanitary Landfill, LLC",1
"3156","Waste Recovery Enterprises, LLC",1
"3157","Waste Recycling Inc",1
"3158","Waste Reduction & Recycling",1
"3159","Waste Reduction Systems",1
"3160","Waste Services of the Bluegrass, LLC",1
"3161","Waste Sorting, Inc.",1
"3162","Waste System Authority of Eastern Montgomery County",1
"3163","Watauga County",2
"3164","Waukesha County",1
"3165","Wayne County",3
"3166","Wayne Ringgold Decatur Solid Waste Management Commission",1
"3167","Weber County",2
"3168","Webster Parish",1
"3169","Werlor Waste Control, Inc.",1
"3170","West Carroll Parish",1
"3171","West Central Environmental Corp.",1
"3172","West Central Iowa Solid Waste Management Association",1
"3173","West Central Sanitation",1
"3174","West Coast Waste Inc.",1
"3175","West Waste & Recycling",1
"3176","Westbury Recycling, Inc.",1
"3177","Westchester County",2
"3178","Western Disposal",1
"3179","Western Elite, Inc.",1
"3180","Western Finger Lakes Solid Waste Management Authority",1
"3181","Western Lake Superior Sanitary District",1
"3182","Western Pacific Pulp & Paper",1
"3183","Western Placer Waste Management Authority (WPWMA)",3
"3184","Western Recycling",1
"3185","Westmoreland County",1
"3186","Westmoreland Waste LLC (WWLLC Group)",1
"3187","Westside TransLoad LLC",1
"3188","Wetumpka Recycling Center",1
"3189","Wetzel County",1
"3190","Wexford County",2
"3191","Whatcom County",1
"3192","Wheeler County",2
"3193","Whetstone Recycling",1
"3194","White County",1
"3195","White Lake Area Solid Waste Authority",1
"3196","Whitehouse Disposal Service, LLC",1
"3197","Whiteside County",1
"3198","Wibaux County",1
"3199","Wichita County",1
"3200","Wicomico County",1
"3201","Wiederholt Enterprises LLC",1
"3202","Wilcox County",1
"3203","Wilkes County",2
"3204","Will County",1
"3205","William Miller Scrap Iron & Metal Co.",1
"3206","Williamsburg County",1
"3207","Williamson County",3
"3208","Williamson Services LLC",1
"3209","Wills' Wrecker",1
"3210","Wilson County",2
"3211","Wilson County Courthouse",1
"3212","Winchester Municipal Utilities",1
"3213","Wind River Recycle Center",1
"3214","Windham Solid Waste Management District",1
"3215","Winnebago County",2
"3216","Winneshiek County Solid Waste Agency",1
"3217","Winzinnger Inc.",2
"3218","Wise County",2
"3219","Wise Recycling LLC",1
"3220","Wise Services & Recycling, LLC",1
"3221","Wolf Creek Ind",1
"3222","Wolfe County",1
"3223","Wood County Solid Waste Management District",1
"3224","Wood Waste of Boston, Inc.",1
"3225","Woodbury County Area Solid Waste Agency",1
"3226","Woodruff County",1
"3227","Woodson County",1
"3228","Woodward County",1
"3229","Worcester County",2
"3230","Worth County",1
"3231","Wright County Area Landfill Authority",1
"3232","Wyoming Citizens for Recycling-Bridger Valley Chapter",1
"3233","Wyoming County Commission",1
"3234","Wyoming Recycling Facility",1
"3235","Yadkin County",1
"3236","Yakima County",2
"3237","Yalobusha County",1
"3238","Yancey County",1
"3239","Yavapai County",1
"3240","Yoakum County",1
"3241","Yolo County",2
"3242","York County",2
"3243","Young's Waste Services",1
"3244","Yuba-Sutter Regional Waste Management Authority",1
"3245","Yuma County",2
"3246","Z-Best Rubbish Removal",1
"3247","Zanker Road Resource Management, Ltd.",2
"3248","Zapata County",1
"3249","Zavala County",1
"3250","Zero Waste & Recycling Services",1
"3251","Zuckerman Company, Inc.",1
"3252","eRecycleNY",1
"3253","village of Mayville",1
"3254",NA,5
